VG,IDS,IGS,transistor,diff_VG,direction,log_IDS,sqrt_IDS
-5.400000095367432,1.1435072622134612e-07,1.9500390635585063e-07,5,0.09999990463256836,ida,-6.941761072920619,0.00033815784217040737
-5.300000190734863,1.1236394215075052e-07,1.9058126099480432e-07,5,0.09999990463256836,ida,-6.949373032515273,0.0003352073121976168
-5.199999809265137,1.1018928347539259e-07,1.8638330345766008e-07,5,0.10000038146972656,ida,-6.957860640999795,0.00033194771195986967
-5.099999904632568,1.0778111914078181e-07,1.8232877607715636e-07,5,0.09999990463256836,ida,-6.967457311237835,0.00032830034898059704
-5.0,1.0551332252362045e-07,1.7809928465339908e-07,5,0.09999990463256836,ida,-6.976692701189009,0.0003248281430597116
-4.900000095367432,1.0338310829638431e-07,1.7370568627939065e-07,5,0.09999990463256836,ida,-6.9855504145587854,0.0003215324373937788
-4.800000190734863,1.0108011849752074e-07,1.6952569126260641e-07,5,0.09999990463256836,ida,-6.995334257622827,0.00031793099644029796
-4.699999809265137,9.888044871786406e-08,1.653106522780945e-07,5,0.10000038146972656,ida,-7.004889571429509,0.000314452617603772
-4.599999904632568,9.667022737858133e-08,1.6112952039293305e-07,5,0.09999990463256836,ida,-7.014707259899436,0.00031091836127604514
-4.5,9.447196447354145e-08,1.5692442900672177e-07,5,0.09999990463256836,ida,-7.024697053722353,0.00030736291980904505
-4.400000095367432,9.228330810628904e-08,1.527338469031747e-07,5,0.09999990463256836,ida,-7.034876845592689,0.0003037816783584702
-4.300000190734863,9.0089294246809e-08,1.4853748098175856e-07,5,0.09999990463256836,ida,-7.045326815300437,0.0003001487868488044
-4.199999809265137,8.784071070522259e-08,1.4426039740556007e-07,5,0.10000038146972656,ida,-7.056304159072173,0.0002963793358269476
-4.099999904632568,8.567415221705232e-08,1.4010291238264472e-07,5,0.09999990463256836,ida,-7.067150184409361,0.000292701472864508
-4.0,8.354159319878818e-08,1.3600515558209736e-07,5,0.09999990463256836,ida,-7.078097246681089,0.00028903562617571587
-3.9000000953674316,8.14010618910288e-08,1.3188230241212295e-07,5,0.09999990463256836,ida,-7.089369929626694,0.00028530871331073786
-3.799999952316284,7.923522105102165e-08,1.2773104174357286e-07,5,0.10000014305114746,ida,-7.101081726139028,0.0002814875149114462
-3.700000047683716,7.708614901957844e-08,1.2360143841760873e-07,5,0.09999990463256836,ida,-7.1130236497669825,0.0002776439248742505
-3.5999999046325684,7.494940490460067e-08,1.1949171607739117e-07,5,0.10000014305114746,ida,-7.125231811083536,0.00027376888958499407
-3.5,7.278816127609389e-08,1.153529538555631e-07,5,0.09999990463256836,ida,-7.13793925132659,0.00026979281175764096
-3.4000000953674316,7.065917628779061e-08,1.1124510734816795e-07,5,0.09999990463256836,ida,-7.150831429677176,0.00026581793823553484
