Time (s)	Vds (V)	Ids (A)	Vgs (V)	Igs (A)
8.3854700000000002E+2	-1.0000000000000000E+0	-1.3278770971680840E-8	-1.1999999731779100E-1	4.5127606540518172E-8
8.3961500000000001E+2	-1.0000000000000000E+0	-1.1701834168320600E-8	-5.9999998658895493E-2	4.6412576892862489E-8
8.4054800000000000E+2	-1.0000000000000000E+0	-1.1388814336044110E-8	0.0000000000000000E+0	4.7131134550681957E-8
8.4154800000000000E+2	-1.0000000000000000E+0	-1.1678052302954710E-8	5.9999998658895493E-2	4.7798312863278618E-8
8.4254800000000000E+2	-1.0000000000000000E+0	-1.2264049331633940E-8	1.1999999731779100E-1	4.8364043436777138E-8
8.4354700000000002E+2	-1.0000000000000000E+0	-1.2831950613190200E-8	1.8000000715255740E-1	4.5423210082162768E-8
8.4517200000000002E+2	-1.0000000000000000E+0	-1.4138090698168069E-8	2.3999999463558200E-1	4.9631381671133567E-8
8.4554600000000005E+2	-1.0000000000000000E+0	-1.5104305362001469E-8	3.0000001192092901E-1	4.8730363744198257E-8
8.4654899999999998E+2	-1.0000000000000000E+0	-1.6428661098188971E-8	3.6000001430511469E-1	4.8159087384647137E-8
8.4754700000000002E+2	-1.0000000000000000E+0	-1.8114924671408520E-8	4.1999998688697809E-1	4.8033179211870447E-8
8.4854600000000005E+2	-1.0000000000000000E+0	-2.0245932930151870E-8	4.7999998927116388E-1	4.8531582308442012E-8
8.4954600000000005E+2	-1.0000000000000000E+0	-2.2907746810574281E-8	5.4000002145767212E-1	4.9699117710133578E-8
8.5054800000000000E+2	-1.0000000000000000E+0	-2.0036649672761090E-8	4.7999998927116388E-1	3.5203527204430429E-8
8.5154700000000002E+2	-1.0000000000000000E+0	-1.7346764025205630E-8	4.1999998688697809E-1	2.6193500701765518E-8
8.5254800000000000E+2	-1.0000000000000000E+0	-1.4927946878628969E-8	3.6000001430511469E-1	1.9270991913344911E-8
8.5354999999999995E+2	-1.0000000000000000E+0	-1.2767255697099240E-8	3.0000001192092901E-1	1.3695097500487920E-8
8.5454700000000002E+2	-1.0000000000000000E+0	-1.0892999391387549E-8	2.3999999463558200E-1	9.5400096711273363E-9
8.5561400000000003E+2	-1.0000000000000000E+0	-9.2904208770505647E-9	1.8000000715255740E-1	5.5013535948944536E-9
8.5654700000000002E+2	-1.0000000000000000E+0	-7.9423667642686268E-9	1.1999999731779100E-1	2.4544000165604980E-9
8.5754700000000002E+2	-1.0000000000000000E+0	-6.7947389936762192E-9	5.9999998658895493E-2	-1.0184049437089730E-10
8.5854700000000002E+2	-1.0000000000000000E+0	-5.8093072574649804E-9	0.0000000000000000E+0	-2.2551178702201469E-9
8.5954700000000002E+2	-1.0000000000000000E+0	-4.9522994594042302E-9	-5.9999998658895493E-2	-4.1790366722693761E-9
8.6054700000000002E+2	-1.0000000000000000E+0	-4.2539598510415999E-9	-1.1999999731779100E-1	-5.9914588845799699E-9
8.6154700000000002E+2	-1.0000000000000000E+0	-3.6832930039309990E-9	-1.8000000715255740E-1	-7.6635595647189802E-9
8.6254800000000000E+2	-1.0000000000000000E+0	-3.2883287204299449E-9	-2.3999999463558200E-1	-7.1951866686958973E-9
8.6475099999999998E+2	-1.0000000000000000E+0	-2.7501583232947269E-9	-3.0000001192092901E-1	-1.0281300255599040E-8
8.6554700000000002E+2	-1.0000000000000000E+0	-2.4234652062915529E-9	-3.6000001430511469E-1	-1.2247634018081041E-8
8.6654800000000000E+2	-1.0000000000000000E+0	-2.2482873340834430E-9	-4.1999998688697809E-1	-1.4198553444089160E-8
8.6754700000000002E+2	-1.0000000000000000E+0	-2.2346735573108840E-9	-4.7999998927116388E-1	-1.5963971478072381E-8
8.6854700000000002E+2	-1.0000000000000000E+0	-2.4521351615902631E-9	-5.4000002145767212E-1	-1.7604911306534629E-8
8.6954700000000002E+2	-1.0000000000000000E+0	-3.0020832486599151E-9	-6.0000002384185791E-1	-1.9086968450210410E-8
8.7054800000000000E+2	-1.0000000000000000E+0	-4.0403009826661673E-9	-6.6000002622604370E-1	-1.9945263218801301E-8
8.7161599999999998E+2	-1.0000000000000000E+0	-5.7976961009842398E-9	-7.2000002861022949E-1	-2.1603465683028841E-8
8.7254700000000002E+2	-1.0000000000000000E+0	-8.8633180794772670E-9	-7.7999997138977051E-1	-2.2627222762139351E-8
8.7354700000000002E+2	-1.0000000000000000E+0	-1.4108562318426721E-8	-8.3999997377395630E-1	-2.3511637081696790E-8
8.7454800000000000E+2	-1.0000000000000000E+0	-2.2868848148505091E-8	-8.9999997615814209E-1	-2.4345373716982980E-8
8.7554800000000000E+2	-1.0000000000000000E+0	-3.3244692332345949E-8	-9.5999997854232788E-1	-2.5248491297702461E-8
8.7654700000000002E+2	-1.0000000000000000E+0	-5.8216439668967723E-8	-1.0199999809265139E+0	-2.5696289540633191E-8
8.7754800000000000E+2	-1.0000000000000000E+0	-9.3576346671397914E-8	-1.0800000429153440E+0	-2.6016950371854360E-8
8.7854700000000002E+2	-1.0000000000000000E+0	-1.5905284556083640E-7	-1.1399999856948850E+0	-2.6142716436083901E-8
8.7956500000000005E+2	-1.0000000000000000E+0	-2.4871337700460572E-7	-1.2000000476837160E+0	-2.6881480152951550E-8
8.8054700000000002E+2	-1.0000000000000000E+0	-3.7981629930072808E-7	-1.2599999904632571E+0	-2.7767908861164869E-8
8.8154600000000005E+2	-1.0000000000000000E+0	-5.6142960147553822E-7	-1.3200000524520870E+0	-2.9005111201740871E-8
8.8254700000000002E+2	-1.0000000000000000E+0	-8.7316129793180153E-7	-1.3799999952316280E+0	-2.8424180342767610E-8
8.8432100000000003E+2	-1.0000000000000000E+0	-1.0696804793042249E-6	-1.4400000572204590E+0	-3.4209765686910032E-8
8.8456399999999996E+2	-1.0000000000000000E+0	-1.4672207271360090E-6	-1.5000000000000000E+0	-3.5758461081059067E-8
8.8554800000000000E+2	-1.0000000000000000E+0	-1.9363355932000559E-6	-1.5599999427795410E+0	-3.8178097128138688E-8
8.8654800000000000E+2	-1.0000000000000000E+0	-2.4742257664911449E-6	-1.6200000047683720E+0	-4.0474976259474722E-8
8.8761300000000006E+2	-1.0000000000000000E+0	-3.0754970339330612E-6	-1.6799999475479130E+0	-4.3994571541361438E-8
8.8854800000000000E+2	-1.0000000000000000E+0	-3.7337456433306220E-6	-1.7400000095367429E+0	-4.7358309274159183E-8
8.8954700000000002E+2	-1.0000000000000000E+0	-4.4241510295250919E-6	-1.7999999523162840E+0	-5.1126242794907739E-8
8.9054800000000000E+2	-1.0000000000000000E+0	-5.1357433221710380E-6	-1.8600000143051150E+0	-5.5287504352463663E-8
8.9154700000000002E+2	-1.0000000000000000E+0	-5.8380328482598998E-6	-1.9199999570846560E+0	-5.9599067014914908E-8
8.9254700000000002E+2	-1.0000000000000000E+0	-6.5411113610025504E-6	-1.9800000190734861E+0	-6.4275312183781352E-8
8.9354700000000002E+2	-1.0000000000000000E+0	-7.2446641752321739E-6	-2.0399999618530269E+0	-6.9173516692444536E-8
8.9454800000000000E+2	-1.0000000000000000E+0	-7.9384126365766861E-6	-2.0999999046325679E+0	-7.4281452100422029E-8
8.9554700000000002E+2	-1.0000000000000000E+0	-8.6218788055703044E-6	-2.1600000858306880E+0	-7.9488465587473911E-8
8.9654800000000000E+2	-1.0000000000000000E+0	-9.2363807198125869E-6	-2.2200000286102290E+0	-8.5055461340743932E-8
8.9754800000000000E+2	-1.0000000000000000E+0	-9.8256978162680753E-6	-2.2799999713897710E+0	-9.0636412153344281E-8
8.9854600000000005E+2	-1.0000000000000000E+0	-1.0466133971931409E-5	-2.3399999141693120E+0	-9.6814467553940630E-8
8.9956299999999999E+2	-1.0000000000000000E+0	-1.1050427019654309E-5	-2.4000000953674321E+0	-1.0487771362477361E-7
9.0056299999999999E+2	-1.0000000000000000E+0	-1.1648535291897130E-5	-2.4600000381469731E+0	-1.0973119657364800E-7
9.0154800000000000E+2	-1.0000000000000000E+0	-1.2575637811096390E-5	-2.5199999809265141E+0	-1.1019969292647150E-7
9.0385199999999997E+2	-1.0000000000000000E+0	-1.2413453987392130E-5	-2.4600000381469731E+0	-9.4195151234544028E-8
9.0456399999999996E+2	-1.0000000000000000E+0	-1.2141632396378549E-5	-2.4000000953674321E+0	-8.4878301720436866E-8
9.0554999999999995E+2	-1.0000000000000000E+0	-1.1829650247818790E-5	-2.3399999141693120E+0	-7.5000990307216852E-8
9.0654700000000002E+2	-1.0000000000000000E+0	-1.1453258593974169E-5	-2.2799999713897710E+0	-6.5840794150062720E-8
9.0754700000000002E+2	-1.0000000000000000E+0	-1.1036729119950911E-5	-2.2200000286102290E+0	-5.7521880592048553E-8
9.0854700000000002E+2	-1.0000000000000000E+0	-1.0575807209534100E-5	-2.1600000858306880E+0	-4.9725734641015151E-8
9.0954800000000000E+2	-1.0000000000000000E+0	-1.0069310519611460E-5	-2.0999999046325679E+0	-4.2482604101223842E-8
9.1054800000000000E+2	-1.0000000000000000E+0	-9.4776214609737508E-6	-2.0399999618530269E+0	-3.5843061851892337E-8
9.1156500000000005E+2	-1.0000000000000000E+0	-8.9126251623383723E-6	-1.9800000190734861E+0	-2.9344462859626219E-8
9.1254800000000000E+2	-1.0000000000000000E+0	-8.2899277913384140E-6	-1.9199999570846560E+0	-2.3565805307157461E-8
9.1354700000000002E+2	-1.0000000000000000E+0	-7.6331389209371992E-6	-1.8600000143051150E+0	-1.8211567365256090E-8
9.1454800000000000E+2	-1.0000000000000000E+0	-6.9415164034580812E-6	-1.7999999523162840E+0	-1.3334966020295271E-8
9.1554600000000005E+2	-1.0000000000000000E+0	-6.2261174207378636E-6	-1.7400000095367429E+0	-9.0157268317625494E-9
9.1654600000000005E+2	-1.0000000000000000E+0	-5.5047557907528244E-6	-1.6799999475479130E+0	-5.2220943125291796E-9
9.1754700000000002E+2	-1.0000000000000000E+0	-4.7945404730853616E-6	-1.6200000047683720E+0	-1.8692374315065759E-9
9.1854600000000005E+2	-1.0000000000000000E+0	-4.1074322325584936E-6	-1.5599999427795410E+0	4.4416190170260000E-10
9.1961400000000003E+2	-1.0000000000000000E+0	-3.4612403396749869E-6	-1.5000000000000000E+0	3.5146474619551782E-9
9.2054700000000002E+2	-1.0000000000000000E+0	-2.8724109597533239E-6	-1.4400000572204590E+0	5.6080460275609312E-9
9.2154800000000000E+2	-1.0000000000000000E+0	-2.3215543478727341E-6	-1.3799999952316280E+0	6.0185434413995153E-9
9.2345299999999997E+2	-1.0000000000000000E+0	-1.8871259044317410E-6	-1.3200000524520870E+0	8.1629751846890030E-9
9.2454700000000002E+2	-1.0000000000000000E+0	-1.5153037793425030E-6	-1.2599999904632571E+0	1.0219383561604900E-8
9.2554899999999998E+2	-1.0000000000000000E+0	-1.2072002846252870E-6	-1.2000000476837160E+0	1.2197650001155580E-8
9.2654700000000002E+2	-1.0000000000000000E+0	-9.5152188350766664E-7	-1.1399999856948850E+0	1.4052689678578640E-8
9.2756500000000005E+2	-1.0000000000000000E+0	-7.5514969921641750E-7	-1.0800000429153440E+0	1.6551387815866289E-8
9.2854700000000002E+2	-1.0000000000000000E+0	-5.9694804122045753E-7	-1.0199999809265139E+0	1.8989277705827590E-8
9.2954700000000002E+2	-1.0000000000000000E+0	-4.7165573846541520E-7	-9.5999997854232788E-1	2.1623719703711689E-8
9.3054700000000002E+2	-1.0000000000000000E+0	-3.7181627021709568E-7	-8.9999997615814209E-1	2.4247121643838909E-8
9.3154700000000002E+2	-1.0000000000000000E+0	-2.9161631687202322E-7	-8.3999997377395630E-1	2.6859295232384280E-8
9.3254800000000000E+2	-1.0000000000000000E+0	-2.2694695189784400E-7	-7.7999997138977051E-1	2.9385937239112539E-8
9.3354600000000005E+2	-1.0000000000000000E+0	-1.7447005973281191E-7	-7.2000002861022949E-1	3.1738938588432568E-8
9.3454600000000005E+2	-1.0000000000000000E+0	-1.3234102880232970E-7	-6.6000002622604370E-1	3.3616661454516361E-8
9.3561300000000006E+2	-1.0000000000000000E+0	-9.5943761380112846E-8	-6.0000002384185791E-1	3.5857606661693353E-8
9.3656299999999999E+2	-1.0000000000000000E+0	-7.2631515024568216E-8	-5.4000002145767212E-1	3.7842010414124161E-8
9.3754700000000002E+2	-1.0000000000000000E+0	-5.1667345957184807E-8	-4.7999998927116388E-1	3.9773013327248918E-8
9.3854800000000000E+2	-1.0000000000000000E+0	-3.6056768237813230E-8	-4.1999998688697809E-1	4.1286373431148597E-8
9.3954800000000000E+2	-1.0000000000000000E+0	-2.4613822091623660E-8	-3.6000001430511469E-1	4.2520881038399238E-8
9.4054899999999998E+2	-1.0000000000000000E+0	-1.6645216760480249E-8	-3.0000001192092901E-1	4.3541323435647428E-8
9.4154700000000002E+2	-1.0000000000000000E+0	-1.0454463961195870E-8	-2.3999999463558200E-1	4.1983568621617451E-8
9.4306100000000003E+2	-1.0000000000000000E+0	-9.4329122291014755E-9	-1.8000000715255740E-1	4.5703984596912050E-8
9.4354700000000002E+2	-1.0000000000000000E+0	-8.2161069059338842E-9	-1.1999999731779100E-1	4.6144020160454602E-8
9.4454899999999998E+2	-1.0000000000000000E+0	-8.3679436713168797E-9	-5.9999998658895493E-2	4.6854353286107653E-8
9.4554800000000000E+2	-1.0000000000000000E+0	-9.0732337199028734E-9	0.0000000000000000E+0	4.7513985634850542E-8
9.4654700000000002E+2	-1.0000000000000000E+0	-9.9281312060384152E-9	5.9999998658895493E-2	4.8122799967131868E-8
9.4754800000000000E+2	-1.0000000000000000E+0	-1.0769844571711930E-8	1.1999999731779100E-1	4.8643052252828063E-8
9.4854700000000002E+2	-1.0000000000000000E+0	-1.1672604216528271E-8	1.8000000715255740E-1	4.8849702949382838E-8
9.4954800000000000E+2	-1.0000000000000000E+0	-1.2670004601034179E-8	2.3999999463558200E-1	4.8741604530277982E-8
9.5054600000000005E+2	-1.0000000000000000E+0	-1.3841987112073181E-8	3.0000001192092901E-1	4.7786905099656003E-8
9.5161300000000006E+2	-1.0000000000000000E+0	-1.5302646261261540E-8	3.6000001430511469E-1	4.7682704007456777E-8
9.5254700000000002E+2	-1.0000000000000000E+0	-1.7152666842434879E-8	4.1999998688697809E-1	4.7548617487791489E-8
9.5354600000000005E+2	-1.0000000000000000E+0	-1.9476496859738290E-8	4.7999998927116388E-1	4.8075925462853768E-8
9.5454700000000002E+2	-1.0000000000000000E+0	-2.2394729626284970E-8	5.4000002145767212E-1	4.9372495425359382E-8
9.5554800000000000E+2	-1.0000000000000000E+0	-1.9454848398936519E-8	4.7999998927116388E-1	3.4713767860239393E-8
9.5654800000000000E+2	-1.0000000000000000E+0	-1.6663229018831771E-8	4.1999998688697809E-1	2.5560236593946680E-8
9.5754700000000002E+2	-1.0000000000000000E+0	-1.4126539049641449E-8	3.6000001430511469E-1	1.8479347829725160E-8
9.5854800000000000E+2	-1.0000000000000000E+0	-1.1877643757429720E-8	3.0000001192092901E-1	1.2827193529574289E-8
9.5954899999999998E+2	-1.0000000000000000E+0	-9.9063282021916166E-9	2.3999999463558200E-1	8.2238793552846800E-9
9.6054800000000000E+2	-1.0000000000000000E+0	-8.3094597869148856E-9	1.8000000715255740E-1	5.3858877357981782E-9
9.6264900000000000E+2	-1.0000000000000000E+0	-6.8412662201922103E-9	1.1999999731779100E-1	1.5404820752351609E-9
9.6354700000000002E+2	-1.0000000000000000E+0	-5.5868150106164194E-9	5.9999998658895493E-2	-1.1422872647770530E-9
9.6454899999999998E+2	-1.0000000000000000E+0	-4.5465111675468961E-9	0.0000000000000000E+0	-3.4453273567436331E-9
9.6554700000000002E+2	-1.0000000000000000E+0	-3.6512017853596031E-9	-5.9999998658895493E-2	-5.3983568726323483E-9
9.6654800000000000E+2	-1.0000000000000000E+0	-2.8830171583393849E-9	-1.1999999731779100E-1	-6.7348482346574201E-9
9.6761500000000001E+2	-1.0000000000000000E+0	-2.2264361465573761E-9	-1.8000000715255740E-1	-8.8770155670658823E-9
9.6854600000000005E+2	-1.0000000000000000E+0	-1.6689658544066790E-9	-2.3999999463558200E-1	-1.0532999361601009E-8
9.6954700000000002E+2	-1.0000000000000000E+0	-1.1686325240845010E-9	-3.0000001192092901E-1	-1.2260485071635690E-8
9.7054600000000005E+2	-1.0000000000000000E+0	-7.7217815475094653E-10	-3.6000001430511469E-1	-1.3977360602268620E-8
9.7154600000000005E+2	-1.0000000000000000E+0	-4.6354534100068179E-10	-4.1999998688697809E-1	-1.5663886188121981E-8
9.7254700000000002E+2	-1.0000000000000000E+0	-2.0623207308556599E-10	-4.7999998927116388E-1	-1.7355608505909000E-8
9.7354700000000002E+2	-1.0000000000000000E+0	-1.0098218788945349E-10	-5.4000002145767212E-1	-1.8900669473964630E-8
9.7454700000000002E+2	-1.0000000000000000E+0	-1.2778043900762981E-10	-6.0000002384185791E-1	-2.0296932135011051E-8
9.7554700000000002E+2	-1.0000000000000000E+0	-4.2673350963973178E-10	-6.6000002622604370E-1	-2.1514606984851529E-8
9.7654700000000002E+2	-1.0000000000000000E+0	-1.1375308472949539E-9	-7.2000002861022949E-1	-2.2485101780489461E-8
9.7754700000000002E+2	-1.0000000000000000E+0	-2.7988313888727130E-9	-7.7999997138977051E-1	-2.3216545130821938E-8
9.7854700000000002E+2	-1.0000000000000000E+0	-6.3159704133397554E-9	-8.3999997377395630E-1	-2.3694301631849161E-8
9.7954800000000000E+2	-1.0000000000000000E+0	-1.3383936625643860E-8	-8.9999997615814209E-1	-2.3992861031274508E-8
9.8054800000000000E+2	-1.0000000000000000E+0	-3.2254778403739692E-8	-9.5999997854232788E-1	-2.1665382377022979E-8
9.8226700000000005E+2	-1.0000000000000000E+0	-4.7623025523080287E-8	-1.0199999809265139E+0	-2.5713694284945628E-8
9.8254800000000000E+2	-1.0000000000000000E+0	-8.9593768848317268E-8	-1.0800000429153440E+0	-2.4286460842404270E-8
9.8361599999999998E+2	-1.0000000000000000E+0	-1.5933096619846760E-7	-1.1399999856948850E+0	-2.4641179763307260E-8
9.8456500000000005E+2	-1.0000000000000000E+0	-2.6009618636635418E-7	-1.2000000476837160E+0	-2.5295745942344180E-8
9.8554600000000005E+2	-1.0000000000000000E+0	-4.1131019656859280E-7	-1.2599999904632571E+0	-2.6161373511968119E-8
9.8654600000000005E+2	-1.0000000000000000E+0	-6.2064646044746041E-7	-1.3200000524520870E+0	-2.7497899068862349E-8
9.8754700000000002E+2	-1.0000000000000000E+0	-8.9567913619248429E-7	-1.3799999952316280E+0	-2.9278446334046751E-8
9.8854600000000005E+2	-1.0000000000000000E+0	-1.2561130233734730E-6	-1.4400000572204590E+0	-3.1110285902968833E-8
9.8956399999999996E+2	-1.0000000000000000E+0	-1.6795718238427071E-6	-1.5000000000000000E+0	-3.3692277412455951E-8
9.9054800000000000E+2	-1.0000000000000000E+0	-2.1906482743361271E-6	-1.5599999427795410E+0	-3.6365282340966587E-8
9.9154700000000002E+2	-1.0000000000000000E+0	-2.7750170374929439E-6	-1.6200000047683720E+0	-3.9300118714891141E-8
9.9254800000000000E+2	-1.0000000000000000E+0	-3.4228360163979228E-6	-1.6799999475479130E+0	-4.2542172451476290E-8
9.9354800000000000E+2	-1.0000000000000000E+0	-4.1154071368509904E-6	-1.7400000095367429E+0	-4.6088469929372877E-8
9.9454700000000002E+2	-1.0000000000000000E+0	-4.8333617996831890E-6	-1.7999999523162840E+0	-4.9969436588526150E-8
9.9554800000000000E+2	-1.0000000000000000E+0	-5.5619584600208327E-6	-1.8600000143051150E+0	-5.4183637132609867E-8
9.9654700000000002E+2	-1.0000000000000000E+0	-6.2873004935681820E-6	-1.9199999570846560E+0	-5.8667279034807507E-8
9.9754700000000002E+2	-1.0000000000000000E+0	-7.0029113885539118E-6	-1.9800000190734861E+0	-6.3379360426552011E-8
9.9854700000000002E+2	-1.0000000000000000E+0	-7.7079475886421278E-6	-2.0399999618530269E+0	-6.7744473142283823E-8
9.9961599999999998E+2	-1.0000000000000000E+0	-8.7061416707001627E-6	-2.0999999046325679E+0	-6.7168535622386116E-8
1.0017740000000000E+3	-1.0000000000000000E+0	-9.1960546342306770E-6	-2.1600000858306880E+0	-7.5806369181918853E-8
1.0025480000000000E+3	-1.0000000000000000E+0	-9.8596819952945225E-6	-2.2200000286102290E+0	-8.1862438605639909E-8
1.0035490000000000E+3	-1.0000000000000000E+0	-1.0517608643567660E-5	-2.2799999713897710E+0	-8.7765435807796166E-8
1.0045640000000000E+3	-1.0000000000000000E+0	-1.1114191693195609E-5	-2.3399999141693120E+0	-9.4212033729945687E-8
1.0055460000000000E+3	-1.0000000000000000E+0	-1.1719107533281200E-5	-2.4000000953674321E+0	-1.0225391378071440E-7
1.0065630000000000E+3	-1.0000000000000000E+0	-1.2305759810260500E-5	-2.4600000381469731E+0	-1.0725104715447741E-7
1.0075470000000000E+3	-1.0000000000000000E+0	-1.2873470041085969E-5	-2.5199999809265141E+0	-1.1402380550862290E-7
1.0085480000000000E+3	-1.0000000000000000E+0	-1.2842094292864200E-5	-2.4600000381469731E+0	-9.5010165068742935E-8
1.0095650000000001E+3	-1.0000000000000000E+0	-1.2550473002193030E-5	-2.4000000953674321E+0	-8.5214544753853260E-8
1.0105470000000000E+3	-1.0000000000000000E+0	-1.2211357898195271E-5	-2.3399999141693120E+0	-7.5088848916493589E-8
1.0115480000000000E+3	-1.0000000000000000E+0	-1.1830007679236591E-5	-2.2799999713897710E+0	-6.5864483644872962E-8
1.0125470000000000E+3	-1.0000000000000000E+0	-1.1401605661376379E-5	-2.2200000286102290E+0	-5.7385111773555757E-8
1.0135470000000000E+3	-1.0000000000000000E+0	-1.0926580216619189E-5	-2.1600000858306880E+0	-4.9583722017132459E-8
1.0145470000000000E+3	-1.0000000000000000E+0	-1.0394608580099879E-5	-2.0999999046325679E+0	-4.2901504571091209E-8
1.0156140000000000E+3	-1.0000000000000000E+0	-9.8014952527591959E-6	-2.0399999618530269E+0	-3.5840201917380909E-8
1.0165650000000001E+3	-1.0000000000000000E+0	-9.2202662926865742E-6	-1.9800000190734861E+0	-2.9356968411775600E-8
1.0175480000000000E+3	-1.0000000000000000E+0	-8.5765432231710292E-6	-1.9199999570846560E+0	-2.3553717198865339E-8
1.0185470000000000E+3	-1.0000000000000000E+0	-7.8936027421150357E-6	-1.8600000143051150E+0	-1.8260466916331101E-8
1.0195480000000000E+3	-1.0000000000000000E+0	-7.2748657657939484E-6	-1.7999999523162840E+0	-1.4186966268425751E-8
1.0214270000000000E+3	-1.0000000000000000E+0	-6.5479384829814080E-6	-1.7400000095367429E+0	-9.6387031689459945E-9
1.0225480000000000E+3	-1.0000000000000000E+0	-5.7985234889201820E-6	-1.6799999475479130E+0	-5.5996656200818506E-9
1.0235480000000000E+3	-1.0000000000000000E+0	-5.0584376367623918E-6	-1.6200000047683720E+0	-2.0694612690164149E-9
1.0245460000000000E+3	-1.0000000000000000E+0	-4.3397176341386512E-6	-1.5599999427795410E+0	8.5920098813474510E-10
1.0255470000000000E+3	-1.0000000000000000E+0	-3.6640833513956750E-6	-1.5000000000000000E+0	3.3753990713591971E-9
1.0265480000000000E+3	-1.0000000000000000E+0	-3.0497644729621239E-6	-1.4400000572204590E+0	5.5861710812621368E-9
1.0275470000000000E+3	-1.0000000000000000E+0	-2.5017702682816889E-6	-1.3799999952316280E+0	7.5021509005068765E-9
1.0285480000000000E+3	-1.0000000000000000E+0	-2.0270024378987732E-6	-1.3200000524520870E+0	9.2836378584593149E-9
1.0295480000000000E+3	-1.0000000000000000E+0	-1.6260241864074489E-6	-1.2599999904632571E+0	1.1023974622048630E-8
1.0305480000000000E+3	-1.0000000000000000E+0	-1.2947069762958561E-6	-1.2000000476837160E+0	1.2390088954816750E-8
1.0316140000000000E+3	-1.0000000000000000E+0	-1.0268652204104001E-6	-1.1399999856948850E+0	1.4778650303526319E-8
1.0325470000000000E+3	-1.0000000000000000E+0	-8.0947125979946577E-7	-1.0800000429153440E+0	1.6717075723704511E-8
1.0335650000000001E+3	-1.0000000000000000E+0	-6.4424062884427258E-7	-1.0199999809265139E+0	1.9292260233783051E-8
1.0345480000000000E+3	-1.0000000000000000E+0	-5.1005446266572108E-7	-9.5999997854232788E-1	2.1885931289489239E-8
1.0355470000000000E+3	-1.0000000000000000E+0	-4.0313159388460917E-7	-8.9999997615814209E-1	2.4484538840852110E-8
1.0365470000000000E+3	-1.0000000000000000E+0	-3.1721771165393870E-7	-8.3999997377395630E-1	2.7053820517153330E-8
1.0375480000000000E+3	-1.0000000000000000E+0	-2.4768007733655390E-7	-7.7999997138977051E-1	2.9533863354913589E-8
1.0385480000000000E+3	-1.0000000000000000E+0	-1.9142055407428421E-7	-7.2000002861022949E-1	3.1879235251608413E-8
1.0395470000000000E+3	-1.0000000000000000E+0	-1.3907563811699220E-7	-6.6000002622604370E-1	3.2481263900763218E-8
1.0410370000000000E+3	-1.0000000000000000E+0	-1.1068010508097360E-7	-6.0000002384185791E-1	3.6729836949689343E-8
1.0415460000000000E+3	-1.0000000000000000E+0	-7.8967872241264558E-8	-5.4000002145767212E-1	3.8250934863981463E-8
1.0425650000000001E+3	-1.0000000000000000E+0	-5.8750476483737657E-8	-4.7999998927116388E-1	4.0043403259915067E-8
1.0435470000000000E+3	-1.0000000000000000E+0	-4.1313267473697117E-8	-4.1999998688697809E-1	4.1473686707149682E-8
1.0445480000000000E+3	-1.0000000000000000E+0	-2.8356170744814338E-8	-3.6000001430511469E-1	4.2660417420847807E-8
1.0455480000000000E+3	-1.0000000000000000E+0	-1.9216441771163769E-8	-3.0000001192092901E-1	4.3608750388557382E-8
1.0465470000000000E+3	-1.0000000000000000E+0	-1.3357615458176040E-8	-2.3999999463558200E-1	4.3969894392148490E-8
1.0476130000000001E+3	-1.0000000000000000E+0	-1.0106301573387100E-8	-1.8000000715255740E-1	4.5109178614666228E-8
1.0485470000000000E+3	-1.0000000000000000E+0	-8.7199092391188060E-9	-1.1999999731779100E-1	4.5823192351690522E-8
1.0495480000000000E+3	-1.0000000000000000E+0	-8.5255269510753351E-9	-5.9999998658895493E-2	4.6542215415001919E-8
1.0505480000000000E+3	-1.0000000000000000E+0	-8.9688896309780830E-9	0.0000000000000000E+0	4.7245311662891247E-8
1.0515480000000000E+3	-1.0000000000000000E+0	-9.7078087790691825E-9	5.9999998658895493E-2	4.7878824460667602E-8
1.0525480000000000E+3	-1.0000000000000000E+0	-1.0542285266978981E-8	1.1999999731779100E-1	4.8375390804267233E-8
1.0535470000000000E+3	-1.0000000000000000E+0	-1.1445844272373050E-8	1.8000000715255740E-1	4.8577309286201853E-8
1.0545470000000000E+3	-1.0000000000000000E+0	-1.2423909012682090E-8	2.3999999463558200E-1	4.8443734357306312E-8
1.0555460000000000E+3	-1.0000000000000000E+0	-1.3603568049802560E-8	3.0000001192092901E-1	4.7958685911453358E-8
1.0565460000000000E+3	-1.0000000000000000E+0	-1.5068602365886360E-8	3.6000001430511469E-1	4.7429132621346071E-8
1.0575460000000000E+3	-1.0000000000000000E+0	-1.6909014632915390E-8	4.1999998688697809E-1	4.7323013063760300E-8
1.0585460000000000E+3	-1.0000000000000000E+0	-1.9342602186611660E-8	4.7999998927116388E-1	4.3509686520337709E-8
1.0606020000000001E+3	-1.0000000000000000E+0	-2.2350620909605819E-8	5.4000002145767212E-1	4.6235943074179892E-8
1.0615480000000000E+3	-1.0000000000000000E+0	-1.9417464969251341E-8	4.7999998927116388E-1	3.2410181205477777E-8
1.0625490000000000E+3	-1.0000000000000000E+0	-1.6561831017725129E-8	4.1999998688697809E-1	2.4028706135936769E-8
1.0636140000000000E+3	-1.0000000000000000E+0	-1.3955665068010600E-8	3.6000001430511469E-1	1.7133057639284740E-8
1.0645470000000000E+3	-1.0000000000000000E+0	-1.1662876886475710E-8	3.0000001192092901E-1	1.1768901408970580E-8
