Time (s)	Vds (V)	Ids (A)	Vgs (V)	Igs (A)
2.0375470000000000E+3	-1.0000000000000000E+0	-1.1772108337027021E-6	-1.3799999952316280E+0	-2.6486409510084741E-8
2.0394890000000000E+3	-1.0000000000000000E+0	-1.5894675016170370E-6	-1.4400000572204590E+0	-2.9560959902141800E-8
2.0405470000000000E+3	-1.0000000000000000E+0	-2.0959746507287491E-6	-1.5000000000000000E+0	-3.2431604068960951E-8
2.0415480000000000E+3	-1.0000000000000000E+0	-2.6920545224129459E-6	-1.5599999427795410E+0	-3.5488046279397167E-8
2.0425480000000000E+3	-1.0000000000000000E+0	-3.3682440516713541E-6	-1.6200000047683720E+0	-3.8724138562429289E-8
2.0435480000000000E+3	-1.0000000000000000E+0	-4.1114280975307338E-6	-1.6799999475479130E+0	-4.2234574948452057E-8
2.0445470000000000E+3	-1.0000000000000000E+0	-4.8997030717146117E-6	-1.7400000095367429E+0	-4.6002543996337408E-8
2.0455480000000000E+3	-1.0000000000000000E+0	-5.7170318541466259E-6	-1.7999999523162840E+0	-5.0068891255250491E-8
2.0465470000000000E+3	-1.0000000000000000E+0	-6.5414901655458380E-6	-1.8600000143051150E+0	-5.4424955209242398E-8
2.0475480000000000E+3	-1.0000000000000000E+0	-7.3625419645395604E-6	-1.9199999570846560E+0	-5.9089387605126831E-8
2.0485470000000000E+3	-1.0000000000000000E+0	-8.1654343375703320E-6	-1.9800000190734861E+0	-6.3941669736777840E-8
2.0495479999999998E+3	-1.0000000000000000E+0	-8.9548848336562514E-6	-2.0399999618530269E+0	-6.8987134227427304E-8
2.0505470000000000E+3	-1.0000000000000000E+0	-9.7257288871333003E-6	-2.0999999046325679E+0	-7.4207953559835005E-8
2.0515479999999998E+3	-1.0000000000000000E+0	-1.0503506018721961E-5	-2.1600000858306880E+0	-7.9432524557887518E-8
2.0525650000000001E+3	-1.0000000000000000E+0	-1.1212241588509640E-5	-2.2200000286102290E+0	-8.5290835727391822E-8
2.0535459999999998E+3	-1.0000000000000000E+0	-1.1922264093300329E-5	-2.2799999713897710E+0	-9.0534115315676899E-8
2.0546120000000001E+3	-1.0000000000000000E+0	-1.2618898836080920E-5	-2.3399999141693120E+0	-9.7055654180167039E-8
2.0555459999999998E+3	-1.0000000000000000E+0	-1.3295662029122470E-5	-2.4000000953674321E+0	-1.0505461744969580E-7
2.0565639999999998E+3	-1.0000000000000000E+0	-1.3955986105429469E-5	-2.4600000381469731E+0	-1.0990058996185330E-7
2.0575470000000000E+3	-1.0000000000000000E+0	-1.4676391401735600E-5	-2.5199999809265141E+0	-1.1517834508367740E-7
2.0590160000000001E+3	-1.0000000000000000E+0	-1.4565217497874979E-5	-2.4600000381469731E+0	-9.7414172728349513E-8
2.0595650000000001E+3	-1.0000000000000000E+0	-1.4238452422432600E-5	-2.4000000953674321E+0	-8.7136427850964537E-8
2.0605490000000000E+3	-1.0000000000000000E+0	-1.3859665159543511E-5	-2.3399999141693120E+0	-7.6663496884066262E-8
2.0615479999999998E+3	-1.0000000000000000E+0	-1.3417135960480661E-5	-2.2799999713897710E+0	-6.7242659440580610E-8
2.0625470000000000E+3	-1.0000000000000000E+0	-1.2921606867166700E-5	-2.2200000286102290E+0	-5.8602978469934903E-8
2.0635470000000000E+3	-1.0000000000000000E+0	-1.2386083653836980E-5	-2.1600000858306880E+0	-5.0595343026316193E-8
2.0645470000000000E+3	-1.0000000000000000E+0	-1.1793576959462371E-5	-2.0999999046325679E+0	-4.3151928252882499E-8
2.0655479999999998E+3	-1.0000000000000000E+0	-1.1159014320583079E-5	-2.0399999618530269E+0	-3.6202038700139383E-8
2.0665470000000000E+3	-1.0000000000000000E+0	-1.0484456652193330E-5	-1.9800000190734861E+0	-2.9751110020015400E-8
2.0675479999999998E+3	-1.0000000000000000E+0	-9.7349029601900838E-6	-1.9199999570846560E+0	-2.3966146400766771E-8
2.0685639999999998E+3	-1.0000000000000000E+0	-9.0138564701192081E-6	-1.8600000143051150E+0	-1.8196940843040469E-8
2.0695470000000000E+3	-1.0000000000000000E+0	-8.2201704572071321E-6	-1.7999999523162840E+0	-1.3821125577351269E-8
2.0706129999999998E+3	-1.0000000000000000E+0	-7.4037538979609963E-6	-1.7400000095367429E+0	-8.7099314427518948E-9
2.0715459999999998E+3	-1.0000000000000000E+0	-6.5759595599956811E-6	-1.6799999475479130E+0	-4.7798991431591284E-9
2.0725459999999998E+3	-1.0000000000000000E+0	-5.7485267461743206E-6	-1.6200000047683720E+0	-1.3827681222267070E-9
2.0735470000000000E+3	-1.0000000000000000E+0	-4.9465406846138649E-6	-1.5599999427795410E+0	1.5560031041417231E-9
2.0745470000000000E+3	-1.0000000000000000E+0	-4.1885004975483753E-6	-1.5000000000000000E+0	4.0662766487287172E-9
2.0755470000000000E+3	-1.0000000000000000E+0	-3.4917461562145040E-6	-1.4400000572204590E+0	6.2682032897498629E-9
2.0765470000000000E+3	-1.0000000000000000E+0	-2.8267240850254889E-6	-1.3799999952316280E+0	6.4618110862113553E-9
2.0785819999999999E+3	-1.0000000000000000E+0	-2.3153638721851171E-6	-1.3200000524520870E+0	8.9627150146043277E-9
2.0795470000000000E+3	-1.0000000000000000E+0	-1.8659532088349810E-6	-1.2599999904632571E+0	1.0958230767244000E-8
2.0805500000000002E+3	-1.0000000000000000E+0	-1.4925241202945470E-6	-1.2000000476837160E+0	1.2996888010263771E-8
2.0815470000000000E+3	-1.0000000000000000E+0	-1.1884653758897910E-6	-1.1399999856948850E+0	1.5087938010083228E-8
2.0825479999999998E+3	-1.0000000000000000E+0	-9.4075642209645594E-7	-1.0800000429153440E+0	1.7195105783684991E-8
2.0835639999999998E+3	-1.0000000000000000E+0	-7.5153650413994910E-7	-1.0199999809265139E+0	1.9899893288766179E-8
2.0845479999999998E+3	-1.0000000000000000E+0	-5.9755228676294792E-7	-9.5999997854232788E-1	2.2616852390910939E-8
2.0855479999999998E+3	-1.0000000000000000E+0	-4.7451365503547999E-7	-8.9999997615814209E-1	2.4997127923143129E-8
2.0866140000000000E+3	-1.0000000000000000E+0	-3.7661303053937440E-7	-8.3999997377395630E-1	2.8154074627195769E-8
2.0875479999999998E+3	-1.0000000000000000E+0	-2.9476927920768498E-7	-7.7999997138977051E-1	3.0560148189806568E-8
2.0885459999999998E+3	-1.0000000000000000E+0	-2.2937894073038481E-7	-7.2000002861022949E-1	3.2941592564839077E-8
2.0895470000000000E+3	-1.0000000000000000E+0	-1.7654883777140640E-7	-6.6000002622604370E-1	3.5191192182537627E-8
2.0905459999999998E+3	-1.0000000000000000E+0	-1.3394844700087560E-7	-6.0000002384185791E-1	3.7302935851357688E-8
2.0915459999999998E+3	-1.0000000000000000E+0	-1.0007417472479570E-7	-5.4000002145767212E-1	3.9270830143323110E-8
2.0925470000000000E+3	-1.0000000000000000E+0	-7.1012244973189808E-8	-4.7999998927116388E-1	4.0896498632037037E-8
2.0935639999999998E+3	-1.0000000000000000E+0	-5.2327383315287079E-8	-4.1999998688697809E-1	4.2526913546225842E-8
2.0945479999999998E+3	-1.0000000000000000E+0	-3.6521150548196601E-8	-3.6000001430511469E-1	4.3745949085405300E-8
2.0955479999999998E+3	-1.0000000000000000E+0	-2.5089251565191258E-8	-3.0000001192092901E-1	4.4693063472323047E-8
2.0965470000000000E+3	-1.0000000000000000E+0	-1.5274798315090269E-8	-2.3999999463558200E-1	4.2755292639640168E-8
2.0981529999999998E+3	-1.0000000000000000E+0	-1.3043904623089020E-8	-1.8000000715255740E-1	4.7154415483419143E-8
2.0985470000000000E+3	-1.0000000000000000E+0	-1.0601568511958700E-8	-1.1999999731779100E-1	4.7454498997012713E-8
2.0995500000000002E+3	-1.0000000000000000E+0	-9.7588186420694001E-9	-5.9999998658895493E-2	4.8119247253453068E-8
2.1005479999999998E+3	-1.0000000000000000E+0	-9.8121164526787652E-9	0.0000000000000000E+0	4.8773706851079617E-8
2.1015470000000000E+3	-1.0000000000000000E+0	-1.0350179380225200E-8	5.9999998658895493E-2	4.8891021009467288E-8
2.1026140000000000E+3	-1.0000000000000000E+0	-1.1071836780729430E-8	1.1999999731779100E-1	4.9749221631145701E-8
2.1035470000000000E+3	-1.0000000000000000E+0	-1.1943388500412769E-8	1.8000000715255740E-1	4.9822773462437908E-8
2.1045470000000000E+3	-1.0000000000000000E+0	-1.2979031183135700E-8	2.3999999463558200E-1	4.9497305809609322E-8
2.1055459999999998E+3	-1.0000000000000000E+0	-1.4223909161614759E-8	3.0000001192092901E-1	4.8880398395567681E-8
2.1065459999999998E+3	-1.0000000000000000E+0	-1.5802955388721781E-8	3.6000001430511469E-1	4.8324920953746193E-8
2.1075470000000000E+3	-1.0000000000000000E+0	-1.7740189761639161E-8	4.1999998688697809E-1	4.8387612139322300E-8
2.1085459999999998E+3	-1.0000000000000000E+0	-2.0232940656228490E-8	4.7999998927116388E-1	4.9183000783159507E-8
2.1095470000000000E+3	-1.0000000000000000E+0	-2.3327292097974350E-8	5.4000002145767212E-1	5.0757932967826491E-8
2.1105470000000000E+3	-1.0000000000000000E+0	-2.0297681757597271E-8	4.7999998927116388E-1	3.5908687578967147E-8
2.1115479999999998E+3	-1.0000000000000000E+0	-1.7340910929419809E-8	4.1999998688697809E-1	2.6610457837250578E-8
2.1125490000000000E+3	-1.0000000000000000E+0	-1.4634764511356479E-8	3.6000001430511469E-1	1.9396031447627141E-8
2.1135479999999998E+3	-1.0000000000000000E+0	-1.2251949677022370E-8	3.0000001192092901E-1	1.3605284898687840E-8
2.1145470000000000E+3	-1.0000000000000000E+0	-1.0164391994749170E-8	2.3999999463558200E-1	8.8646290308247444E-9
2.1155470000000000E+3	-1.0000000000000000E+0	-8.5090157142531097E-9	1.8000000715255740E-1	6.3447833653640373E-9
2.1177880000000000E+3	-1.0000000000000000E+0	-6.9199561636423823E-9	1.1999999731779100E-1	1.8790959899206432E-9
2.1185470000000000E+3	-1.0000000000000000E+0	-5.6189062291878136E-9	5.9999998658895493E-2	-8.5599421995041780E-10
2.1195490000000000E+3	-1.0000000000000000E+0	-4.5420289751518786E-9	0.0000000000000000E+0	-3.1751037354865730E-9
2.1205479999999998E+3	-1.0000000000000000E+0	-3.6040543882620568E-9	-5.9999998658895493E-2	-5.1933648492763504E-9
2.1215479999999998E+3	-1.0000000000000000E+0	-2.8302431509530379E-9	-1.1999999731779100E-1	-7.0173502564330192E-9
2.1225479999999998E+3	-1.0000000000000000E+0	-2.1254182858143618E-9	-1.8000000715255740E-1	-8.7427975969944782E-9
2.1235470000000000E+3	-1.0000000000000000E+0	-1.5165328992594600E-9	-2.3999999463558200E-1	-1.0475551981414810E-8
2.1245459999999998E+3	-1.0000000000000000E+0	-1.0264754601863051E-9	-3.0000001192092901E-1	-1.2243485336682620E-8
2.1255459999999998E+3	-1.0000000000000000E+0	-6.1482191560102706E-10	-3.6000001430511469E-1	-1.4044451823735929E-8
2.1265459999999998E+3	-1.0000000000000000E+0	-2.6031732325293428E-10	-4.1999998688697809E-1	-1.5838384825883619E-8
2.1275470000000000E+3	-1.0000000000000000E+0	-6.8163870381443559E-11	-4.7999998927116388E-1	-1.7584897094025109E-8
2.1285470000000000E+3	-1.0000000000000000E+0	-1.2648105653101370E-11	-5.4000002145767212E-1	-1.9217228697243630E-8
2.1295479999999998E+3	-1.0000000000000000E+0	-9.2482570213103798E-11	-6.0000002384185791E-1	-2.0662939803628429E-8
2.1305490000000000E+3	-1.0000000000000000E+0	-5.2523613236488131E-10	-6.6000002622604370E-1	-2.1998488364260990E-8
2.1315470000000000E+3	-1.0000000000000000E+0	-1.5436529832157930E-9	-7.2000002861022949E-1	-2.3047423525213159E-8
2.1325470000000000E+3	-1.0000000000000000E+0	-3.7344096703861851E-9	-7.7999997138977051E-1	-2.3363948997712211E-8
2.1336129999999998E+3	-1.0000000000000000E+0	-8.1755757719292887E-9	-8.3999997377395630E-1	-2.4376870300102379E-8
2.1345479999999998E+3	-1.0000000000000000E+0	-1.6820955295315801E-8	-8.9999997615814209E-1	-2.4719655655758291E-8
2.1355479999999998E+3	-1.0000000000000000E+0	-3.9386893746495837E-8	-9.5999997854232788E-1	-2.2257733434116741E-8
2.1372860000000001E+3	-1.0000000000000000E+0	-5.7338272796414458E-8	-1.0199999809265139E+0	-2.6600980973512381E-8
2.1375479999999998E+3	-1.0000000000000000E+0	-1.0991668375481820E-7	-1.0800000429153440E+0	-2.5342036025222111E-8
2.1385659999999998E+3	-1.0000000000000000E+0	-1.8460714557022581E-7	-1.1399999856948850E+0	-2.5513267942756101E-8
2.1395470000000000E+3	-1.0000000000000000E+0	-3.0513572824020230E-7	-1.2000000476837160E+0	-2.5845409368230321E-8
2.1405470000000000E+3	-1.0000000000000000E+0	-4.8166992883125204E-7	-1.2599999904632571E+0	-2.6666986840950809E-8
2.1415459999999998E+3	-1.0000000000000000E+0	-7.2696172992436914E-7	-1.3200000524520870E+0	-2.7932953727827229E-8
2.1425470000000000E+3	-1.0000000000000000E+0	-1.0571693564997990E-6	-1.3799999952316280E+0	-2.9462469797181260E-8
2.1435630000000001E+3	-1.0000000000000000E+0	-1.4607226148655170E-6	-1.4400000572204590E+0	-3.1822203538922622E-8
2.1445470000000000E+3	-1.0000000000000000E+0	-1.9668018467200450E-6	-1.5000000000000000E+0	-3.4186541597591713E-8
2.1455479999999998E+3	-1.0000000000000000E+0	-2.5635968086135108E-6	-1.5599999427795410E+0	-3.6894274302312617E-8
2.1465479999999998E+3	-1.0000000000000000E+0	-3.2479572382726470E-6	-1.6200000047683720E+0	-3.9906968396508091E-8
2.1475479999999998E+3	-1.0000000000000000E+0	-4.0004706534091383E-6	-1.6799999475479130E+0	-4.3216441980575837E-8
2.1485490000000000E+3	-1.0000000000000000E+0	-4.8012420847953763E-6	-1.7400000095367429E+0	-4.6345544291170881E-8
2.1496129999999998E+3	-1.0000000000000000E+0	-5.6306744227185854E-6	-1.7999999523162840E+0	-5.0832440479098302E-8
2.1505479999999998E+3	-1.0000000000000000E+0	-6.4730584199423902E-6	-1.8600000143051150E+0	-5.5104862894950202E-8
2.1515470000000000E+3	-1.0000000000000000E+0	-7.3084497671516147E-6	-1.9199999570846560E+0	-5.9650183459325490E-8
2.1525479999999998E+3	-1.0000000000000000E+0	-8.1305170169798657E-6	-1.9800000190734861E+0	-6.4457402970674593E-8
2.1535470000000000E+3	-1.0000000000000000E+0	-8.9993927758769132E-6	-2.0399999618530269E+0	-7.0746722258263617E-8
2.1545479999999998E+3	-1.0000000000000000E+0	-1.0313427083019629E-5	-2.0999999046325679E+0	-7.0096362492222397E-8
2.1569319999999998E+3	-1.0000000000000000E+0	-1.0866868251468990E-5	-2.1600000858306880E+0	-7.9885779769028886E-8
2.1575479999999998E+3	-1.0000000000000000E+0	-1.1631869710981849E-5	-2.2200000286102290E+0	-8.6193786330568400E-8
2.1585549999999998E+3	-1.0000000000000000E+0	-1.2359976608422580E-5	-2.2799999713897710E+0	-9.2766477166605909E-8
2.1595459999999998E+3	-1.0000000000000000E+0	-1.3065480743534860E-5	-2.3399999141693120E+0	-9.9338386405634082E-8
2.1605459999999998E+3	-1.0000000000000000E+0	-1.3778661923424810E-5	-2.4000000953674321E+0	-1.0748398437954171E-7
2.1616559999999999E+3	-1.0000000000000000E+0	-1.4419626495509871E-5	-2.4600000381469731E+0	-1.1343240657879511E-7
2.1625479999999998E+3	-1.0000000000000000E+0	-1.5063237697177099E-5	-2.5199999809265141E+0	-1.2073481059360350E-7
2.1635470000000000E+3	-1.0000000000000000E+0	-1.4999674931459589E-5	-2.4600000381469731E+0	-1.0200273692362320E-7
2.1645479999999998E+3	-1.0000000000000000E+0	-1.4651000128651500E-5	-2.4000000953674321E+0	-8.8228283345870295E-8
2.1656329999999998E+3	-1.0000000000000000E+0	-1.4241957615013229E-5	-2.3399999141693120E+0	-7.8529332370180782E-8
2.1665479999999998E+3	-1.0000000000000000E+0	-1.3776170817436650E-5	-2.2799999713897710E+0	-6.8786228268891136E-8
2.1675479999999998E+3	-1.0000000000000000E+0	-1.3269376722746530E-5	-2.2200000286102290E+0	-5.9771430471755593E-8
2.1685470000000000E+3	-1.0000000000000000E+0	-1.2695682016783391E-5	-2.1600000858306880E+0	-5.1614417628798037E-8
2.1695479999999998E+3	-1.0000000000000000E+0	-1.2077581232006199E-5	-2.0999999046325679E+0	-4.3923616743768428E-8
2.1705500000000002E+3	-1.0000000000000000E+0	-1.1415147127991080E-5	-2.0399999618530269E+0	-3.6691201188432387E-8
2.1715470000000000E+3	-1.0000000000000000E+0	-1.0707712135626929E-5	-1.9800000190734861E+0	-3.0026054531617767E-8
2.1725479999999998E+3	-1.0000000000000000E+0	-9.9335402410360985E-6	-1.9199999570846560E+0	-2.4068761206308409E-8
2.1735650000000001E+3	-1.0000000000000000E+0	-9.1848833108088002E-6	-1.8600000143051150E+0	-1.8092309872486109E-8
2.1745479999999998E+3	-1.0000000000000000E+0	-8.5040628619026393E-6	-1.7999999523162840E+0	-1.3820946165310490E-8
2.1765459999999998E+3	-1.0000000000000000E+0	-7.6478481787489727E-6	-1.7400000095367429E+0	-8.8319538349423965E-9
2.1775479999999998E+3	-1.0000000000000000E+0	-6.7738556026597507E-6	-1.6799999475479130E+0	-4.7089576682424186E-9
2.1785500000000002E+3	-1.0000000000000000E+0	-5.9098242672916967E-6	-1.6200000047683720E+0	-1.0699630070831741E-9
2.1795470000000000E+3	-1.0000000000000000E+0	-5.0705002649920061E-6	-1.5599999427795410E+0	1.8350958530533031E-9
2.1805500000000002E+3	-1.0000000000000000E+0	-4.2834722080442589E-6	-1.5000000000000000E+0	3.7993310719741657E-9
2.1816140000000000E+3	-1.0000000000000000E+0	-3.5647176446218509E-6	-1.4400000572204590E+0	6.6573022650118219E-9
2.1825470000000000E+3	-1.0000000000000000E+0	-2.9243683457025331E-6	-1.3799999952316280E+0	8.5593940823969205E-9
2.1835490000000000E+3	-1.0000000000000000E+0	-2.3723423510091379E-6	-1.3200000524520870E+0	1.0405575956440319E-8
2.1845479999999998E+3	-1.0000000000000000E+0	-1.9051217350352090E-6	-1.2599999904632571E+0	1.2180769282110759E-8
2.1855479999999998E+3	-1.0000000000000000E+0	-1.5192615592241050E-6	-1.2000000476837160E+0	1.4032948136843970E-8
2.1865479999999998E+3	-1.0000000000000000E+0	-1.2074493724867350E-6	-1.1399999856948850E+0	1.6082704945574729E-8
2.1875479999999998E+3	-1.0000000000000000E+0	-9.5486234386044089E-7	-1.0800000429153440E+0	1.8138218038643569E-8
2.1885650000000001E+3	-1.0000000000000000E+0	-7.6180424457561458E-7	-1.0199999809265139E+0	2.0902085395846370E-8
2.1895479999999998E+3	-1.0000000000000000E+0	-6.0516509847730049E-7	-9.5999997854232788E-1	2.3649155522775800E-8
2.1905470000000000E+3	-1.0000000000000000E+0	-4.7988248752517393E-7	-8.9999997615814209E-1	2.6397753316587110E-8
2.1915479999999998E+3	-1.0000000000000000E+0	-3.7909924799350852E-7	-8.3999997377395630E-1	2.9107988908094740E-8
2.1925479999999998E+3	-1.0000000000000000E+0	-2.9750620456070459E-7	-7.7999997138977051E-1	3.1680752243801180E-8
2.1935459999999998E+3	-1.0000000000000000E+0	-2.3102653301521059E-7	-7.2000002861022949E-1	3.4102690449344657E-8
2.1945459999999998E+3	-1.0000000000000000E+0	-1.6746234621223271E-7	-6.6000002622604370E-1	3.4148634142638912E-8
2.1961990000000001E+3	-1.0000000000000000E+0	-1.3601720638689590E-7	-6.0000002384185791E-1	3.9434517873360157E-8
2.1965459999999998E+3	-1.0000000000000000E+0	-1.0134041161791170E-7	-5.4000002145767212E-1	4.0569616999164282E-8
2.1976550000000002E+3	-1.0000000000000000E+0	-7.1812152668826456E-8	-4.7999998927116388E-1	4.2436266056711247E-8
2.1985650000000001E+3	-1.0000000000000000E+0	-5.2899505220693748E-8	-4.1999998688697809E-1	4.3976687180702363E-8
2.1995509999999999E+3	-1.0000000000000000E+0	-3.6967993111147728E-8	-3.6000001430511469E-1	4.5185220898247280E-8
2.2005509999999999E+3	-1.0000000000000000E+0	-2.5487947752367290E-8	-3.0000001192092901E-1	4.6161687805579277E-8
2.2015490000000000E+3	-1.0000000000000000E+0	-1.7807376906375790E-8	-2.3999999463558200E-1	4.6996952107747347E-8
2.2025490000000000E+3	-1.0000000000000000E+0	-1.3178992119833310E-8	-1.8000000715255740E-1	4.7799730396036473E-8
2.2035500000000002E+3	-1.0000000000000000E+0	-1.0822642337871001E-8	-1.1999999731779100E-1	4.8634923643930961E-8
2.2045479999999998E+3	-1.0000000000000000E+0	-9.9877235371081951E-9	-5.9999998658895493E-2	4.9433328541681483E-8
2.2055479999999998E+3	-1.0000000000000000E+0	-1.0002649375451261E-8	0.0000000000000000E+0	5.0166867993084452E-8
2.2065479999999998E+3	-1.0000000000000000E+0	-1.0506403747001510E-8	5.9999998658895493E-2	5.0810694318670357E-8
2.2075479999999998E+3	-1.0000000000000000E+0	-1.1233675323296671E-8	1.1999999731779100E-1	5.1244331444877389E-8
2.2085470000000000E+3	-1.0000000000000000E+0	-1.2127054027644140E-8	1.8000000715255740E-1	5.1364018816002499E-8
2.2095479999999998E+3	-1.0000000000000000E+0	-1.3176095770006670E-8	2.3999999463558200E-1	5.1077641671781748E-8
2.2105470000000000E+3	-1.0000000000000000E+0	-1.4475655341072979E-8	3.0000001192092901E-1	5.0465704504176762E-8
2.2115459999999998E+3	-1.0000000000000000E+0	-1.6078114839501719E-8	3.6000001430511469E-1	4.9814509850421018E-8
2.2125459999999998E+3	-1.0000000000000000E+0	-1.8134320711737931E-8	4.1999998688697809E-1	4.9267256940765953E-8
2.2136129999999998E+3	-1.0000000000000000E+0	-2.0873546446864569E-8	4.7999998927116388E-1	4.5335472265151111E-8
2.2157880000000000E+3	-1.0000000000000000E+0	-2.4276852528259951E-8	5.4000002145767212E-1	4.9353005238117482E-8
2.2165479999999998E+3	-1.0000000000000000E+0	-2.0864272087806060E-8	4.7999998927116388E-1	3.4296821382895359E-8
2.2175500000000002E+3	-1.0000000000000000E+0	-1.7587412415309700E-8	4.1999998688697809E-1	2.5066018594088749E-8
2.2185479999999998E+3	-1.0000000000000000E+0	-1.4704024664524700E-8	3.6000001430511469E-1	1.7985557931865511E-8
2.2195479999999998E+3	-1.0000000000000000E+0	-1.2186920805845601E-8	3.0000001192092901E-1	1.2350439781982910E-8
2.2205500000000002E+3	-1.0000000000000000E+0	-1.0026848684674410E-8	2.3999999463558200E-1	7.7244877161319891E-9
2.2215479999999998E+3	-1.0000000000000000E+0	-8.2226039310739907E-9	1.8000000715255740E-1	3.9621235181641623E-9
2.2225479999999998E+3	-1.0000000000000000E+0	-6.8560721544486114E-9	1.1999999731779100E-1	8.2608464513356239E-10
2.2235470000000000E+3	-1.0000000000000000E+0	-5.3934336996519513E-9	5.9999998658895493E-2	-1.7399192087097499E-9
2.2245479999999998E+3	-1.0000000000000000E+0	-4.3483137091016033E-9	0.0000000000000000E+0	-3.9226053516472348E-9
2.2255479999999998E+3	-1.0000000000000000E+0	-3.4211040667031511E-9	-5.9999998658895493E-2	-5.8734777041991037E-9
2.2265479999999998E+3	-1.0000000000000000E+0	-2.6482462889276799E-9	-1.1999999731779100E-1	-7.6637034496229717E-9
2.2275479999999998E+3	-1.0000000000000000E+0	-1.9746779766904869E-9	-1.8000000715255740E-1	-9.3834762182609665E-9
2.2285479999999998E+3	-1.0000000000000000E+0	-1.3864874803815039E-9	-2.3999999463558200E-1	-1.0634982672286240E-8
2.2296120000000001E+3	-1.0000000000000000E+0	-9.8954444638366112E-10	-3.0000001192092901E-1	-1.2945044147727460E-8
2.2305459999999998E+3	-1.0000000000000000E+0	-5.0966741937941151E-10	-3.6000001430511469E-1	-1.4745283216655030E-8
2.2315459999999998E+3	-1.0000000000000000E+0	-1.8029212844883349E-10	-4.1999998688697809E-1	-1.6548383996450869E-8
2.2325470000000000E+3	-1.0000000000000000E+0	-2.7108192426905650E-11	-4.7999998927116388E-1	-1.8323015993360059E-8
2.2335470000000000E+3	-1.0000000000000000E+0	-1.5363693650627399E-10	-5.4000002145767212E-1	-1.7888856618242240E-8
2.2353429999999998E+3	-1.0000000000000000E+0	2.1185875276330529E-10	-6.0000002384185791E-1	-2.3317587860560710E-8
2.2355500000000002E+3	-1.0000000000000000E+0	-5.0337317647475288E-10	-6.6000002622604370E-1	-2.3381614866480049E-8
2.2365479999999998E+3	-1.0000000000000000E+0	-1.6671538594081880E-9	-7.2000002861022949E-1	-2.4176454616053888E-8
2.2375470000000000E+3	-1.0000000000000000E+0	-4.0854812866086831E-9	-7.7999997138977051E-1	-2.4835562939529151E-8
2.2385470000000000E+3	-1.0000000000000000E+0	-8.9525817870139690E-9	-8.3999997377395630E-1	-2.5256323255007370E-8
2.2395479999999998E+3	-1.0000000000000000E+0	-1.8356145048414870E-8	-8.9999997615814209E-1	-2.5507032930249810E-8
2.2405479999999998E+3	-1.0000000000000000E+0	-3.5541106058190053E-8	-9.5999997854232788E-1	-2.5579584672641431E-8
2.2415470000000000E+3	-1.0000000000000000E+0	-6.6273841525799071E-8	-1.0199999809265139E+0	-2.5605034537079518E-8
2.2425479999999998E+3	-1.0000000000000000E+0	-1.2150371730967890E-7	-1.0800000429153440E+0	-2.5351297949782751E-8
2.2435639999999998E+3	-1.0000000000000000E+0	-2.0217430574120951E-7	-1.1399999856948850E+0	-2.5718927432194502E-8
2.2445470000000000E+3	-1.0000000000000000E+0	-3.3115625797108811E-7	-1.2000000476837160E+0	-2.5657522328970120E-8
2.2456140000000000E+3	-1.0000000000000000E+0	-5.1799833045151900E-7	-1.2599999904632571E+0	-2.7154744230983852E-8
2.2465459999999998E+3	-1.0000000000000000E+0	-7.7697751521554892E-7	-1.3200000524520870E+0	-2.8570319443588229E-8
2.2475470000000000E+3	-1.0000000000000000E+0	-1.1240530284339909E-6	-1.3799999952316280E+0	-3.0205558942952848E-8
2.2485630000000001E+3	-1.0000000000000000E+0	-1.5469277059310120E-6	-1.4400000572204590E+0	-3.2745671063594273E-8
2.2495459999999998E+3	-1.0000000000000000E+0	-2.0786392269656058E-6	-1.5000000000000000E+0	-3.5252892160997362E-8
2.2505470000000000E+3	-1.0000000000000000E+0	-2.7027606392948660E-6	-1.5599999427795410E+0	-3.8073601160704129E-8
2.2515479999999998E+3	-1.0000000000000000E+0	-3.4123002023989102E-6	-1.6200000047683720E+0	-4.1207705692158918E-8
2.2525490000000000E+3	-1.0000000000000000E+0	-4.1918096940207761E-6	-1.6799999475479130E+0	-3.8125826051782503E-8
2.2547939999999999E+3	-1.0000000000000000E+0	-5.2299997150839772E-6	-1.7400000095367429E+0	-4.5606018517219127E-8
2.2555479999999998E+3	-1.0000000000000000E+0	-6.0766242313547991E-6	-1.7999999523162840E+0	-5.0398515583083281E-8
2.2565490000000000E+3	-1.0000000000000000E+0	-6.9289540078898426E-6	-1.8600000143051150E+0	-5.5265463316800378E-8
2.2575479999999998E+3	-1.0000000000000000E+0	-7.7748609328409657E-6	-1.9199999570846560E+0	-6.0378944510830479E-8
2.2585470000000000E+3	-1.0000000000000000E+0	-8.6106429080246016E-6	-1.9800000190734861E+0	-6.5582291597365838E-8
2.2595479999999998E+3	-1.0000000000000000E+0	-9.4214638011180796E-6	-2.0399999618530269E+0	-7.1012365765454888E-8
2.2605470000000000E+3	-1.0000000000000000E+0	-1.0287511031492610E-5	-2.0999999046325679E+0	-7.5859858839066874E-8
2.2616320000000001E+3	-1.0000000000000000E+0	-1.0996270248142540E-5	-2.1600000858306880E+0	-8.2381596655523026E-8
2.2625479999999998E+3	-1.0000000000000000E+0	-1.1749994882848110E-5	-2.2200000286102290E+0	-8.8390521568726399E-8
2.2635459999999998E+3	-1.0000000000000000E+0	-1.2485885235946631E-5	-2.2799999713897710E+0	-9.4549442053448729E-8
