Time (s),Vds (V),IDS,VG,IGS,cycle_id,diff_VG,direction,log_IDS
244.549,-1.0,3.158712402751007e-08,-0.959999978542328,-2.404472887462816e-08,2,-0.06000000238418579,ida,-7.50048991432409
245.548,-1.0,5.1760377317577884e-08,-1.019999980926514,-2.472375726370046e-08,2,-0.0600000023841859,ida,-7.286002566451707
246.549,-1.0,8.393438122311635e-08,-1.080000042915344,-2.5284826676852393e-08,2,-0.06000006198883012,ida,-7.076060106907594
247.548,-1.0,1.375068450215622e-07,-1.139999985694885,-2.5590241037320993e-08,2,-0.059999942779541016,ida,-6.861675682334805
248.567,-1.0,2.108584595816865e-07,-1.200000047683716,-2.594869208394357e-08,2,-0.06000006198883101,ida,-6.6760089705279615
249.614,-1.0,3.208814973731933e-07,-1.2599999904632573,-2.7247011757935976e-08,2,-0.05999994277954124,ida,-6.493655324413975
250.55,-1.0,4.7226106403286394e-07,-1.320000052452087,-2.852764247052164e-08,2,-0.06000006198882968,ida,-6.325817858727179
251.548,-1.0,6.73280453611369e-07,-1.379999995231628,-3.01323659357422e-08,2,-0.059999942779541016,ida,-6.171803993599699
252.55,-1.0,9.308963058174413e-07,-1.440000057220459,-3.213468957596888e-08,2,-0.06000006198883101,ida,-6.031098693153346
253.547,-1.0,1.26749989703967e-06,-1.5,-3.38497656571235e-08,2,-0.059999942779541016,ida,-5.897052067272816
254.589,-1.0,1.9092738057224774e-06,-1.559999942779541,-3.063086140286941e-08,2,-0.059999942779541016,ida,-5.719131785704043
256.795,-1.0,2.2719787011737935e-06,-1.620000004768372,-3.66588359668185e-08,2,-0.06000006198883101,ida,-5.643595744266499
257.548,-1.0,2.783490344882011e-06,-1.679999947547913,-4.049614688028669e-08,2,-0.059999942779541016,ida,-5.555410280795605
258.55,-1.0,3.33904495164461e-06,-1.7400000095367427,-4.428429534186762e-08,2,-0.06000006198882968,ida,-5.476377734249074
259.547,-1.0,3.925690634787317e-06,-1.799999952316284,-4.822884847044406e-08,2,-0.05999994277954124,ida,-5.40608392809276
260.548,-1.0,4.52739959655446e-06,-1.8600000143051152,-5.245199119485733e-08,2,-0.06000006198883123,ida,-5.344151172189137
261.548,-1.0,5.135966603120323e-06,-1.919999957084656,-5.694022320312797e-08,2,-0.059999942779540794,ida,-5.289377808951608
262.547,-1.0,5.74122168472968e-06,-1.980000019073486,-6.160498600138453e-08,2,-0.06000006198883012,ida,-5.240995683476215
