Time (s)	VDS	IDS	VG	IGS
4.1999900000000002E+2	-1.0000000000000000E+0	-1.4013087579201061E-8	-1.8000000715255740E-1	3.8753569242544472E-8
4.2099799999999999E+2	-1.0000000000000000E+0	-1.5354025606484359E-8	-1.1999999731779100E-1	3.9938868212630041E-8
4.2199700000000001E+2	-1.0000000000000000E+0	-1.6925133294876101E-8	-5.9999998658895493E-2	4.1083538349084847E-8
4.2299799999999999E+2	-1.0000000000000000E+0	-1.8490077025035131E-8	0.0000000000000000E+0	4.2359030061334117E-8
4.2399700000000001E+2	-1.0000000000000000E+0	-2.0091141195166529E-8	5.9999998658895493E-2	4.3522728532252592E-8
4.2499900000000002E+2	-1.0000000000000000E+0	-2.1879840161886929E-8	1.1999999731779100E-1	4.4771397256226919E-8
4.2599799999999999E+2	-1.0000000000000000E+0	-2.3965359474686920E-8	1.8000000715255740E-1	4.6162771383251311E-8
4.2699799999999999E+2	-1.0000000000000000E+0	-2.6462673829996671E-8	2.3999999463558200E-1	4.7861515639624492E-8
4.2799700000000001E+2	-1.0000000000000000E+0	-2.9487980057751880E-8	3.0000001192092901E-1	4.9838746463137802E-8
4.2899700000000001E+2	-1.0000000000000000E+0	-3.2984853959305838E-8	3.6000001430511469E-1	5.2302979725027398E-8
4.2999799999999999E+2	-1.0000000000000000E+0	-3.7298466537549757E-8	4.1999998688697809E-1	5.1911793974568348E-8
4.3123599999999999E+2	-1.0000000000000000E+0	-4.2974221514668898E-8	4.7999998927116388E-1	5.8411099956856560E-8
4.3199700000000001E+2	-1.0000000000000000E+0	-4.8930441920447272E-8	5.4000002145767212E-1	6.2058830962996580E-8
4.3306400000000002E+2	-1.0000000000000000E+0	-3.9694644016208258E-8	4.7999998927116388E-1	4.3069317001709351E-8
4.3399599999999998E+2	-1.0000000000000000E+0	-3.1070946704403468E-8	4.1999998688697809E-1	3.0957174601553561E-8
4.3546800000000002E+2	-1.0000000000000000E+0	-2.4863863856694479E-8	3.6000001430511469E-1	2.2520959319649592E-8
4.3599700000000001E+2	-1.0000000000000000E+0	-1.9716251742352139E-8	3.0000001192092901E-1	1.6483271636502650E-8
4.3700000000000000E+2	-1.0000000000000000E+0	-1.5652609874905469E-8	2.3999999463558200E-1	1.1329519544744929E-8
4.3799799999999999E+2	-1.0000000000000000E+0	-1.2469804744341669E-8	1.8000000715255740E-1	7.1448567062759593E-9
4.3899799999999999E+2	-1.0000000000000000E+0	-9.9534753772445583E-9	1.1999999731779100E-1	3.6201357467291469E-9
4.3999799999999999E+2	-1.0000000000000000E+0	-7.9656006235495624E-9	5.9999998658895493E-2	4.7858955687374305E-10
4.4099900000000002E+2	-1.0000000000000000E+0	-6.1993481459410296E-9	0.0000000000000000E+0	-2.1702766250797371E-9
4.4199799999999999E+2	-1.0000000000000000E+0	-4.7558308402528837E-9	-5.9999998658895493E-2	-4.7511936607236293E-9
4.4299799999999999E+2	-1.0000000000000000E+0	-3.5681009258325962E-9	-1.1999999731779100E-1	-7.2469115153239727E-9
4.4399799999999999E+2	-1.0000000000000000E+0	-2.4846673607470389E-9	-1.8000000715255740E-1	-9.4805479022852523E-9
4.4500099999999998E+2	-1.0000000000000000E+0	-1.6524315249455410E-9	-2.3999999463558200E-1	-1.1767030017040270E-8
4.4599799999999999E+2	-1.0000000000000000E+0	-1.0588884213902361E-9	-3.0000001192092901E-1	-1.3815581567655499E-8
4.4699799999999999E+2	-1.0000000000000000E+0	-7.5711015234958267E-10	-3.6000001430511469E-1	-1.5662575236774501E-8
4.4799599999999998E+2	-1.0000000000000000E+0	-9.0012552966811654E-10	-4.1999998688697809E-1	-1.6435325989050401E-8
4.4906200000000001E+2	-1.0000000000000000E+0	-1.7437100652273330E-9	-4.7999998927116388E-1	-1.8259095568851080E-8
4.4999700000000001E+2	-1.0000000000000000E+0	-3.7903666871841324E-9	-5.4000002145767212E-1	-1.9049716470931340E-8
4.5099700000000001E+2	-1.0000000000000000E+0	-8.2690601033164057E-9	-6.0000002384185791E-1	-1.9538711981681441E-8
4.5199799999999999E+2	-1.0000000000000000E+0	-1.7182445688490588E-8	-6.6000002622604370E-1	-1.9876575052535369E-8
4.5299700000000001E+2	-1.0000000000000000E+0	-3.9405335883202497E-8	-7.2000002861022949E-1	-1.6943872083174941E-8
4.5503399999999999E+2	-1.0000000000000000E+0	-7.2494280800583510E-8	-7.7999997138977051E-1	-1.8363905951446210E-8
4.5599900000000002E+2	-1.0000000000000000E+0	-1.3363634820962031E-7	-8.3999997377395630E-1	-1.9007348583954808E-8
4.5701600000000002E+2	-1.0000000000000000E+0	-2.2342824479437700E-7	-8.9999997615814209E-1	-2.0596552019469531E-8
4.5799799999999999E+2	-1.0000000000000000E+0	-3.6535334402287839E-7	-9.5999997854232788E-1	-2.1968984853515391E-8
4.5899799999999999E+2	-1.0000000000000000E+0	-5.7031689948416897E-7	-1.0199999809265139E+0	-2.3697399598177071E-8
4.5999799999999999E+2	-1.0000000000000000E+0	-8.4944355194238597E-7	-1.0800000429153440E+0	-2.5551653237698701E-8
4.6099799999999999E+2	-1.0000000000000000E+0	-1.2165999123681100E-6	-1.1399999856948850E+0	-2.7295207871702590E-8
4.6201499999999999E+2	-1.0000000000000000E+0	-1.6280221188935680E-6	-1.2000000476837160E+0	-3.0758524616203431E-8
4.6299900000000002E+2	-1.0000000000000000E+0	-2.1052514966868330E-6	-1.2599999904632571E+0	-3.4272527926759721E-8
4.6399799999999999E+2	-1.0000000000000000E+0	-2.6188552055828040E-6	-1.3200000524520870E+0	-3.6997068519895038E-8
4.6506400000000002E+2	-1.0000000000000000E+0	-3.1603860861650901E-6	-1.3799999952316280E+0	-4.2254161058963291E-8
4.6599599999999998E+2	-1.0000000000000000E+0	-3.7225913729344029E-6	-1.4400000572204590E+0	-4.6377110152207017E-8
4.6699700000000001E+2	-1.0000000000000000E+0	-4.3001055018976331E-6	-1.5000000000000000E+0	-5.0654865191290810E-8
4.6799599999999998E+2	-1.0000000000000000E+0	-4.8846268327906728E-6	-1.5599999427795410E+0	-5.4968715801351209E-8
4.6899799999999999E+2	-1.0000000000000000E+0	-5.4628144425805658E-6	-1.6200000047683720E+0	-5.9589289946870849E-8
4.6999700000000001E+2	-1.0000000000000000E+0	-6.0332845350785647E-6	-1.6799999475479130E+0	-6.4456884274477488E-8
4.7099700000000001E+2	-1.0000000000000000E+0	-6.5854010244947858E-6	-1.7400000095367429E+0	-6.9667663638028898E-8
4.7199799999999999E+2	-1.0000000000000000E+0	-7.1154463512357316E-6	-1.7999999523162840E+0	-7.5253559828070138E-8
4.7299900000000002E+2	-1.0000000000000000E+0	-7.7036665970808826E-6	-1.8600000143051150E+0	-7.8006003434438753E-8
4.7465499999999997E+2	-1.0000000000000000E+0	-8.0827194324228913E-6	-1.9199999570846560E+0	-8.9054111640507471E-8
4.7499799999999999E+2	-1.0000000000000000E+0	-8.5752390077686869E-6	-1.9800000190734861E+0	-9.4736982703125250E-8
4.7600000000000000E+2	-1.0000000000000000E+0	-9.0383809947525151E-6	-2.0399999618530269E+0	-1.0318982646140281E-7
4.7701400000000001E+2	-1.0000000000000000E+0	-9.4972656370373443E-6	-2.0999999046325679E+0	-1.0919094250994020E-7
4.7799700000000001E+2	-1.0000000000000000E+0	-9.9433927971404046E-6	-2.1600000858306880E+0	-1.1706995906024530E-7
4.7899700000000001E+2	-1.0000000000000000E+0	-1.0395777280791659E-5	-2.2200000286102290E+0	-1.2524688486337249E-7
4.8001499999999999E+2	-1.0000000000000000E+0	-1.0813414519361689E-5	-2.2799999713897710E+0	-1.3396561371337159E-7
4.8106599999999997E+2	-1.0000000000000000E+0	-1.1232983524678270E-5	-2.3399999141693120E+0	-1.4476538012786480E-7
4.8199900000000002E+2	-1.0000000000000000E+0	-1.1628746506175959E-5	-2.4000000953674321E+0	-1.5560567590000571E-7
4.8299599999999998E+2	-1.0000000000000000E+0	-1.2009441888949370E-5	-2.4600000381469731E+0	-1.6697633498097280E-7
4.8399700000000001E+2	-1.0000000000000000E+0	-1.2366496775939590E-5	-2.5199999809265141E+0	-1.7923939310549031E-7
4.8499700000000001E+2	-1.0000000000000000E+0	-1.2389195035211740E-5	-2.4600000381469731E+0	-1.5469670699985730E-7
4.8599700000000001E+2	-1.0000000000000000E+0	-1.2266587873455140E-5	-2.4000000953674321E+0	-1.3862478454029770E-7
4.8699799999999999E+2	-1.0000000000000000E+0	-1.2076770872226920E-5	-2.3399999141693120E+0	-1.2475776145493001E-7
4.8799799999999999E+2	-1.0000000000000000E+0	-1.1834251381515060E-5	-2.2799999713897710E+0	-1.1228668483909130E-7
4.8899700000000001E+2	-1.0000000000000000E+0	-1.1534726581885479E-5	-2.2200000286102290E+0	-1.0048258047845590E-7
4.8999799999999999E+2	-1.0000000000000000E+0	-1.1196696505066940E-5	-2.1600000858306880E+0	-8.7816992788702919E-8
4.9101400000000001E+2	-1.0000000000000000E+0	-1.0837673471542080E-5	-2.0999999046325679E+0	-7.8567133243723219E-8
4.9199799999999999E+2	-1.0000000000000000E+0	-1.0458767064847050E-5	-2.0399999618530269E+0	-6.9685164305610669E-8
4.9425700000000000E+2	-1.0000000000000000E+0	-1.0040223060059359E-5	-1.9800000190734861E+0	-5.8817576586989162E-8
4.9499700000000001E+2	-1.0000000000000000E+0	-9.5877539934008382E-6	-1.9199999570846560E+0	-4.9620510367276438E-8
4.9601600000000002E+2	-1.0000000000000000E+0	-9.1569163487292826E-6	-1.8600000143051150E+0	-4.0880252072383882E-8
4.9706500000000000E+2	-1.0000000000000000E+0	-8.6834961621207185E-6	-1.7999999523162840E+0	-3.0929374617016947E-8
4.9799700000000001E+2	-1.0000000000000000E+0	-8.1828711699927226E-6	-1.7400000095367429E+0	-2.2673880550883041E-8
4.9899799999999999E+2	-1.0000000000000000E+0	-7.6533842729986645E-6	-1.6799999475479130E+0	-1.5074693493488670E-8
4.9999700000000001E+2	-1.0000000000000000E+0	-7.0785663410788402E-6	-1.6200000047683720E+0	-8.2543136770141245E-9
5.0099700000000001E+2	-1.0000000000000000E+0	-6.4633854890416842E-6	-1.5599999427795410E+0	-2.3298383222680741E-9
5.0199700000000001E+2	-1.0000000000000000E+0	-5.8117243497690652E-6	-1.5000000000000000E+0	2.6325703839091830E-9
5.0299599999999998E+2	-1.0000000000000000E+0	-5.1266870286781341E-6	-1.4400000572204590E+0	6.6262844100606344E-9
5.0399599999999998E+2	-1.0000000000000000E+0	-4.4284320210863370E-6	-1.3799999952316280E+0	9.8237631362962929E-9
5.0499700000000001E+2	-1.0000000000000000E+0	-3.7312054246285702E-6	-1.3200000524520870E+0	1.1805367350348209E-8
5.0601600000000002E+2	-1.0000000000000000E+0	-3.1350575682154158E-6	-1.2599999904632571E+0	1.5087593396856391E-8
5.0699900000000002E+2	-1.0000000000000000E+0	-2.5836873192019989E-6	-1.2000000476837160E+0	1.7837095356298960E-8
5.0799700000000001E+2	-1.0000000000000000E+0	-2.1031701180618261E-6	-1.1399999856948850E+0	2.0651555132644720E-8
5.0899700000000001E+2	-1.0000000000000000E+0	-1.6941773992584790E-6	-1.0800000429153440E+0	2.3575879026793700E-8
5.0999900000000002E+2	-1.0000000000000000E+0	-1.3528143654184530E-6	-1.0199999809265139E+0	2.6895857985209659E-8
5.1099700000000001E+2	-1.0000000000000000E+0	-1.0694575394154531E-6	-9.5999997854232788E-1	3.0408369156020847E-8
5.1199799999999999E+2	-1.0000000000000000E+0	-7.6854001918036374E-7	-8.9999997615814209E-1	2.8888452519026941E-8
5.1391600000000005E+2	-1.0000000000000000E+0	-5.8697833082987927E-7	-8.3999997377395630E-1	3.2721697351689727E-8
5.1499800000000005E+2	-1.0000000000000000E+0	-4.3709789565582469E-7	-7.7999997138977051E-1	3.5689033950347948E-8
5.1600000000000000E+2	-1.0000000000000000E+0	-3.1539536848868011E-7	-7.2000002861022949E-1	3.7729144253262348E-8
5.1699699999999996E+2	-1.0000000000000000E+0	-2.1845400510756011E-7	-6.6000002622604370E-1	3.8687684167371117E-8
5.1799599999999998E+2	-1.0000000000000000E+0	-1.4444458429352380E-7	-6.0000002384185791E-1	3.8529002210907492E-8
5.1899699999999996E+2	-1.0000000000000000E+0	-8.7998643039099988E-8	-5.4000002145767212E-1	3.7280702969155748E-8
5.2001499999999999E+2	-1.0000000000000000E+0	-5.5903232265563929E-8	-4.7999998927116388E-1	3.6672652470315370E-8
5.2099599999999998E+2	-1.0000000000000000E+0	-3.4155760886278592E-8	-4.1999998688697809E-1	3.6214732546113737E-8
5.2199699999999996E+2	-1.0000000000000000E+0	-2.2133065158413959E-8	-3.6000001430511469E-1	3.6770810396546949E-8
5.2299699999999996E+2	-1.0000000000000000E+0	-1.6305577332786921E-8	-3.0000001192092901E-1	3.7928820972865651E-8
5.2399699999999996E+2	-1.0000000000000000E+0	-1.4276087867415301E-8	-2.3999999463558200E-1	3.9156748954383147E-8
5.2499800000000005E+2	-1.0000000000000000E+0	-1.4352381505489120E-8	-1.8000000715255740E-1	4.0195931916287009E-8
5.2599900000000002E+2	-1.0000000000000000E+0	-1.5495634997364501E-8	-1.1999999731779100E-1	4.1115619353604422E-8
5.2700099999999998E+2	-1.0000000000000000E+0	-1.7022276921352389E-8	-5.9999998658895493E-2	4.2118205811902947E-8
5.2799699999999996E+2	-1.0000000000000000E+0	-1.8581175709186940E-8	0.0000000000000000E+0	4.2496644425682461E-8
5.2906399999999996E+2	-1.0000000000000000E+0	-2.0152258528582930E-8	5.9999998658895493E-2	4.4295848766751078E-8
5.2999800000000005E+2	-1.0000000000000000E+0	-2.1894109636377831E-8	1.1999999731779100E-1	4.5422648753401518E-8
5.3099900000000002E+2	-1.0000000000000000E+0	-2.3955214700777109E-8	1.8000000715255740E-1	4.6719598856270750E-8
5.3199800000000005E+2	-1.0000000000000000E+0	-2.6070047454140880E-8	2.3999999463558200E-1	4.6082771376632081E-8
5.3343299999999999E+2	-1.0000000000000000E+0	-2.9584407812421890E-8	3.0000001192092901E-1	5.1113044463591002E-8
5.3399800000000005E+2	-1.0000000000000000E+0	-3.3114840647385790E-8	3.6000001430511469E-1	5.2959048701950451E-8
5.3499900000000002E+2	-1.0000000000000000E+0	-3.7548840481349537E-8	4.1999998688697809E-1	5.5625939410219871E-8
5.3599699999999996E+2	-1.0000000000000000E+0	-4.2826890478409041E-8	4.7999998927116388E-1	5.8919788159528252E-8
5.3699699999999996E+2	-1.0000000000000000E+0	-4.8770701255307358E-8	5.4000002145767212E-1	6.2996328153985814E-8
5.3799599999999998E+2	-1.0000000000000000E+0	-3.9621532721412222E-8	4.7999998927116388E-1	4.3367101909552730E-8
5.3899900000000002E+2	-1.0000000000000000E+0	-3.1643928366520413E-8	4.1999998688697809E-1	3.1959174862095103E-8
5.3999699999999996E+2	-1.0000000000000000E+0	-2.5113617851957308E-8	3.6000001430511469E-1	2.3435974938479379E-8
5.4099699999999996E+2	-1.0000000000000000E+0	-1.9909215609459349E-8	3.0000001192092901E-1	1.6874468045102731E-8
5.4200000000000000E+2	-1.0000000000000000E+0	-1.5815579956779399E-8	2.3999999463558200E-1	1.1608529248974259E-8
5.4299900000000002E+2	-1.0000000000000000E+0	-1.2609827848564240E-8	1.8000000715255740E-1	7.3634742747685777E-9
5.4399900000000002E+2	-1.0000000000000000E+0	-1.0076618650600720E-8	1.1999999731779100E-1	4.4352055361684961E-9
5.4506600000000003E+2	-1.0000000000000000E+0	-8.1078770364229058E-9	5.9999998658895493E-2	5.9881211100787368E-10
5.4599800000000005E+2	-1.0000000000000000E+0	-6.2923311006102267E-9	0.0000000000000000E+0	-2.0441293102635431E-9
5.4699699999999996E+2	-1.0000000000000000E+0	-4.8500536919959813E-9	-5.9999998658895493E-2	-4.6661376984502567E-9
5.4799699999999996E+2	-1.0000000000000000E+0	-3.6137461911778250E-9	-1.1999999731779100E-1	-7.1269750101521367E-9
5.4899800000000005E+2	-1.0000000000000000E+0	-2.5593758223863010E-9	-1.8000000715255740E-1	-9.4805718831025842E-9
5.4999800000000005E+2	-1.0000000000000000E+0	-1.7188310774685080E-9	-2.3999999463558200E-1	-1.1710024061528660E-8
5.5099800000000005E+2	-1.0000000000000000E+0	-1.4879465437545040E-9	-3.0000001192092901E-1	-1.1675119537812860E-8
5.5300999999999999E+2	-1.0000000000000000E+0	-9.9995134394958995E-10	-3.6000001430511469E-1	-1.4281284599348960E-8
5.5399699999999996E+2	-1.0000000000000000E+0	-1.0878086209586970E-9	-4.1999998688697809E-1	-1.6059948038105179E-8
5.5499900000000002E+2	-1.0000000000000000E+0	-1.8430114101519730E-9	-4.7999998927116388E-1	-1.7506016192214698E-8
5.5599599999999998E+2	-1.0000000000000000E+0	-3.8670422419784237E-9	-5.4000002145767212E-1	-1.8399322954110179E-8
5.5700199999999995E+2	-1.0000000000000000E+0	-8.2152009639457901E-9	-6.0000002384185791E-1	-1.9078898461089011E-8
5.5799800000000005E+2	-1.0000000000000000E+0	-1.6959356585743990E-8	-6.6000002622604370E-1	-1.9517564453508381E-8
5.5899800000000005E+2	-1.0000000000000000E+0	-3.3772646901297782E-8	-7.2000002861022949E-1	-1.9813443330463091E-8
5.5999800000000005E+2	-1.0000000000000000E+0	-6.4894649653979286E-8	-7.7999997138977051E-1	-1.9325351985344241E-8
5.6106399999999996E+2	-1.0000000000000000E+0	-1.2313866193380821E-7	-8.3999997377395630E-1	-2.0291102131864139E-8
5.6201499999999999E+2	-1.0000000000000000E+0	-2.0886849938506200E-7	-8.9999997615814209E-1	-2.1481943335288630E-8
5.6299900000000002E+2	-1.0000000000000000E+0	-3.4698462059168378E-7	-9.5999997854232788E-1	-2.2630334939321980E-8
5.6399900000000002E+2	-1.0000000000000000E+0	-5.4654168479828513E-7	-1.0199999809265139E+0	-2.4228203443499300E-8
5.6499699999999996E+2	-1.0000000000000000E+0	-8.2137034951301757E-7	-1.0800000429153440E+0	-2.5950956938913808E-8
5.6599699999999996E+2	-1.0000000000000000E+0	-1.1859989399454209E-6	-1.1399999856948850E+0	-2.7518284539951310E-8
5.6701499999999999E+2	-1.0000000000000000E+0	-1.5956746892697991E-6	-1.2000000476837160E+0	-3.0992378441396802E-8
5.6799699999999996E+2	-1.0000000000000000E+0	-2.0744037101394501E-6	-1.2599999904632571E+0	-3.4324074249525438E-8
5.6899800000000005E+2	-1.0000000000000000E+0	-2.5941026251530271E-6	-1.3200000524520870E+0	-3.8186861672784289E-8
5.6999699999999996E+2	-1.0000000000000000E+0	-3.1428419333678899E-6	-1.3799999952316280E+0	-4.2148389667318042E-8
5.7099699999999996E+2	-1.0000000000000000E+0	-3.7853358207939891E-6	-1.4400000572204590E+0	-4.4175017421821387E-8
5.7256600000000003E+2	-1.0000000000000000E+0	-4.2644164750527116E-6	-1.5000000000000000E+0	-5.1887369068026601E-8
5.7299599999999998E+2	-1.0000000000000000E+0	-4.8786255320010241E-6	-1.5599999427795410E+0	-5.5271780041721292E-8
5.7399800000000005E+2	-1.0000000000000000E+0	-5.4694510254194029E-6	-1.6200000047683720E+0	-5.9536219509936927E-8
5.7499699999999996E+2	-1.0000000000000000E+0	-6.0510956245707348E-6	-1.6799999475479130E+0	-6.4379932496194669E-8
5.7599800000000005E+2	-1.0000000000000000E+0	-6.6122242969868239E-6	-1.7400000095367429E+0	-6.8398968267047166E-8
5.7706600000000003E+2	-1.0000000000000000E+0	-7.1532153924636077E-6	-1.7999999523162840E+0	-7.4988726339597633E-8
5.7799900000000002E+2	-1.0000000000000000E+0	-7.6671212809742428E-6	-1.8600000143051150E+0	-8.0848657546539471E-8
5.7899800000000005E+2	-1.0000000000000000E+0	-8.1843827501870692E-6	-1.9199999570846560E+0	-8.6464801540842018E-8
5.8001700000000005E+2	-1.0000000000000000E+0	-8.6498303062398918E-6	-1.9800000190734861E+0	-9.3691895131087221E-8
5.8099699999999996E+2	-1.0000000000000000E+0	-9.1238816821714863E-6	-2.0399999618530269E+0	-1.0218965940111960E-7
5.8201499999999999E+2	-1.0000000000000000E+0	-9.5863388196448796E-6	-2.0999999046325679E+0	-1.0825156948612860E-7
5.8299699999999996E+2	-1.0000000000000000E+0	-1.0054754966404291E-5	-2.1600000858306880E+0	-1.1570381985848140E-7
5.8401599999999996E+2	-1.0000000000000000E+0	-1.0490023669262881E-5	-2.2200000286102290E+0	-1.2447678443550100E-7
5.8499699999999996E+2	-1.0000000000000000E+0	-1.0934770216408650E-5	-2.2799999713897710E+0	-1.3389289676979391E-7
5.8599699999999996E+2	-1.0000000000000000E+0	-1.1359798918419980E-5	-2.3399999141693120E+0	-1.4338958465032190E-7
5.8699800000000005E+2	-1.0000000000000000E+0	-1.1761927453335370E-5	-2.4000000953674321E+0	-1.5399706398966370E-7
5.8799699999999996E+2	-1.0000000000000000E+0	-1.2147378583904361E-5	-2.4600000381469731E+0	-1.6558134063870969E-7
5.8899900000000002E+2	-1.0000000000000000E+0	-1.2507151950558180E-5	-2.5199999809265141E+0	-1.7769491478247801E-7
5.8999699999999996E+2	-1.0000000000000000E+0	-1.2650393728108609E-5	-2.4600000381469731E+0	-1.5212189907742871E-7
5.9222199999999998E+2	-1.0000000000000000E+0	-1.2472354683268350E-5	-2.4000000953674321E+0	-1.3682794985925279E-7
5.9299800000000005E+2	-1.0000000000000000E+0	-1.2235522262926681E-5	-2.3399999141693120E+0	-1.2401640958614729E-7
5.9399800000000005E+2	-1.0000000000000000E+0	-1.1949455256399230E-5	-2.2799999713897710E+0	-1.1213695927381201E-7
5.9499800000000005E+2	-1.0000000000000000E+0	-1.1625289516814520E-5	-2.2200000286102290E+0	-1.0078644407940370E-7
5.9599800000000005E+2	-1.0000000000000000E+0	-1.1269509741396179E-5	-2.1600000858306880E+0	-8.8038682122260070E-8
5.9701499999999999E+2	-1.0000000000000000E+0	-1.0898899745370730E-5	-2.0999999046325679E+0	-7.8688202620469383E-8
5.9799800000000005E+2	-1.0000000000000000E+0	-1.0512220796954351E-5	-2.0399999618530269E+0	-6.8178771073235111E-8
5.9899699999999996E+2	-1.0000000000000000E+0	-1.0103809472639110E-5	-1.9800000190734861E+0	-5.8206858000175998E-8
5.9999800000000005E+2	-1.0000000000000000E+0	-9.6582616606610827E-6	-1.9199999570846560E+0	-4.8955751452695040E-8
6.0101499999999999E+2	-1.0000000000000000E+0	-9.2270229288260453E-6	-1.8600000143051150E+0	-3.9245581007207868E-8
6.0199800000000005E+2	-1.0000000000000000E+0	-8.7512325990246609E-6	-1.7999999523162840E+0	-3.0464768485671811E-8
6.0299800000000005E+2	-1.0000000000000000E+0	-8.2448814282543026E-6	-1.7400000095367429E+0	-2.2224366347245450E-8
6.0399699999999996E+2	-1.0000000000000000E+0	-7.7046652222634293E-6	-1.6799999475479130E+0	-1.4720439978077590E-8
6.0499699999999996E+2	-1.0000000000000000E+0	-7.1268877945840359E-6	-1.6200000047683720E+0	-7.9341173631064521E-9
6.0599599999999998E+2	-1.0000000000000000E+0	-6.5020344663935248E-6	-1.5599999427795410E+0	-2.1071315803311559E-9
6.0699699999999996E+2	-1.0000000000000000E+0	-5.8375776461616624E-6	-1.5000000000000000E+0	1.4684676807874551E-9
6.0806500000000005E+2	-1.0000000000000000E+0	-5.1404854275460821E-6	-1.4400000572204590E+0	6.6661836051196133E-9
6.0899800000000005E+2	-1.0000000000000000E+0	-4.4390344555722550E-6	-1.3799999952316280E+0	9.9106074458177318E-9
6.0999699999999996E+2	-1.0000000000000000E+0	-3.7077329579915390E-6	-1.3200000524520870E+0	1.0734021671510160E-8
6.1177300000000002E+2	-1.0000000000000000E+0	-3.2324098810931901E-6	-1.2599999904632571E+0	1.7910993577174850E-8
6.1199800000000005E+2	-1.0000000000000000E+0	-2.6077484562847530E-6	-1.2000000476837160E+0	1.8430172943340040E-8
6.1300199999999995E+2	-1.0000000000000000E+0	-2.1208356884017121E-6	-1.1399999856948850E+0	2.0996202110268310E-8
6.1400099999999998E+2	-1.0000000000000000E+0	-1.7087864989662189E-6	-1.0800000429153440E+0	2.4019337629965779E-8
6.1499800000000005E+2	-1.0000000000000000E+0	-1.3645350236402010E-6	-1.0199999809265139E+0	2.7245093292549430E-8
6.1599800000000005E+2	-1.0000000000000000E+0	-1.0797226650538509E-6	-9.5999997854232788E-1	3.0745695767109282E-8
6.1699800000000005E+2	-1.0000000000000000E+0	-8.4008667045054608E-7	-8.9999997615814209E-1	3.3730518822494559E-8
6.1801499999999999E+2	-1.0000000000000000E+0	-6.4807221633600420E-7	-8.3999997377395630E-1	3.6987209739436373E-8
6.1899800000000005E+2	-1.0000000000000000E+0	-4.8424266196889221E-7	-7.7999997138977051E-1	3.9229536952234412E-8
6.1999800000000005E+2	-1.0000000000000000E+0	-3.5080825000477489E-7	-7.2000002861022949E-1	4.0773571186036861E-8
6.2099699999999996E+2	-1.0000000000000000E+0	-2.4474525162077038E-7	-6.6000002622604370E-1	4.1418875440513147E-8
6.2199699999999996E+2	-1.0000000000000000E+0	-1.6324257501310060E-7	-6.0000002384185791E-1	4.1079317725234432E-8
6.2299699999999996E+2	-1.0000000000000000E+0	-1.0405361905441170E-7	-5.4000002145767212E-1	3.9177514565835742E-8
6.2406299999999999E+2	-1.0000000000000000E+0	-6.1578319332511455E-8	-4.7999998927116388E-1	3.8227678800240028E-8
6.2501300000000003E+2	-1.0000000000000000E+0	-3.8814079061921802E-8	-4.1999998688697809E-1	3.7783326689577727E-8
6.2599699999999996E+2	-1.0000000000000000E+0	-2.4723053826392061E-8	-3.6000001430511469E-1	3.7918542972192881E-8
6.2700099999999998E+2	-1.0000000000000000E+0	-1.7663801088474429E-8	-3.0000001192092901E-1	3.8884092390389917E-8
6.2800099999999998E+2	-1.0000000000000000E+0	-1.4874446563339919E-8	-2.3999999463558200E-1	4.0083779850874628E-8
6.2899800000000005E+2	-1.0000000000000000E+0	-1.2727642051402199E-8	-1.8000000715255740E-1	2.9371918230935989E-8
6.3125800000000004E+2	-1.0000000000000000E+0	-1.4890826349756031E-8	-1.1999999731779100E-1	3.6458359886637481E-8
6.3199800000000005E+2	-1.0000000000000000E+0	-1.6519726031560819E-8	-5.9999998658895493E-2	3.8823117165520671E-8
6.3300400000000002E+2	-1.0000000000000000E+0	-1.8133913926021709E-8	0.0000000000000000E+0	4.0927709221705299E-8
6.3399800000000005E+2	-1.0000000000000000E+0	-1.9777202098225640E-8	5.9999998658895493E-2	4.2622637863587442E-8
6.3499699999999996E+2	-1.0000000000000000E+0	-2.1574367181642628E-8	1.1999999731779100E-1	4.4153249945111377E-8
6.3599800000000005E+2	-1.0000000000000000E+0	-2.3663758952352509E-8	1.8000000715255740E-1	4.5781540336520272E-8
6.3699699999999996E+2	-1.0000000000000000E+0	-2.6151109722150071E-8	2.3999999463558200E-1	4.7589900020739151E-8
6.3799800000000005E+2	-1.0000000000000000E+0	-2.9151344449473981E-8	3.0000001192092901E-1	4.9688232195421733E-8
6.3899800000000005E+2	-1.0000000000000000E+0	-3.2815396622254411E-8	3.6000001430511469E-1	5.1519453592163700E-8
6.4006399999999996E+2	-1.0000000000000000E+0	-3.7263156116296159E-8	4.1999998688697809E-1	5.5038036350651958E-8
6.4099699999999996E+2	-1.0000000000000000E+0	-4.2550791334861060E-8	4.7999998927116388E-1	5.8495320587326198E-8
6.4199699999999996E+2	-1.0000000000000000E+0	-4.8498797866614041E-8	5.4000002145767212E-1	6.2668824796219269E-8
6.4299699999999996E+2	-1.0000000000000000E+0	-3.9370213755773882E-8	4.7999998927116388E-1	4.3100296664988491E-8
6.4399699999999996E+2	-1.0000000000000000E+0	-3.1449904014380081E-8	4.1999998688697809E-1	3.1743681461193767E-8
6.4499699999999996E+2	-1.0000000000000000E+0	-2.4961721578620199E-8	3.6000001430511469E-1	2.3320032127571721E-8
